"","a_log","a12","h12","h_log","sigma","sigma2","error","a_log.est","a12.est","h_log.est","h12.est","sigma.est","sigma2.est","converge","BIC","logLik","strtpt"
"16","-1","1e-04","1e-04","-2","0.2","0.2","NaN","-1.0701024244219","-0.00150639838583583","-2.07892979042489","0.0760592894144362","0.339167052979765","0.244608001503547","0","2260.90349431549","-1111.61055964086","500"
"17","-3","-2e-04","1e-04","-1","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","611"
"18","-1","-5e-04","-5e-05","-3","0.2","0.2","NaN","-1.41598294191039","-0.000515813030966701","-2.78973734276657","0.000280891278171877","0.298361850876864","0.263530225847871","0","1983.02142881133","-972.669526888782","330"
"19","-2","-5e-04","-0.00035","-5","0.2","0.2","NaN","-1.88114912819594","-0.0003372956341046","-3.71303972702345","0.000214139314915117","0.23110006881133","0.242003315170849","0","1855.2336545085","-908.775639737367","28"
"20","-1.5","-2e-04","-5e-05","-5","0.2","0.2","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","89"
"21","-2.5","-5e-04","-5e-04","-5","0.2","0.2","NaN","-1.91371458021166","-0.000324094881109328","-4.38430969366764","0.000359018918466536","0.232289861822011","0.241974630036707","0","1860.71696841288","-911.517296689559","2"
"22","-2","-5e-05","-2e-04","-4","0.2","0.2","NaN","-1.87180788999896","-0.000340744743902227","-3.60307704239485","0.000188115468778853","0.230830065637068","0.243887709143342","0","1855.52342225321","-908.920523609726","193"
"23","-3","-0.00035","-0.00035","-1","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","531"
"24","-3","-2e-04","-5e-05","-1","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","586"
"25","-3","-0.00035","1e-04","-2","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","481"
"26","-1","-5e-04","1e-04","-3","0.2","0.2","NaN","-1.87329030262538","-0.000340277715655241","-3.60946328880381","0.000188872230983494","0.230722037568442","0.241062693850185","0","1855.45023563901","-908.883930302624","355"
"27","-2.5","-5e-04","-5e-05","-4","0.2","0.2","NaN","-1.90189535376736","-0.000329614055088998","-4.00254476513742","0.000278391489657517","0.231261940622544","0.242067437115792","0","1856.47247919062","-909.395052078427","202"
"28","-1.5","-5e-05","1e-04","-2","0.2","0.2","NaN","-1.73718605769617","-0.000397990989677544","-2.0128051277528","-0.000428523483658778","0.254439938270181","0.220656292202134","0","1950.13838034368","-956.228002654958","494"
"29","-3","-5e-04","-2e-04","-2","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","426"
"30","-2","-5e-05","-5e-04","-5","0.2","0.2","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","18"
"31","-3","-0.00035","1e-04","-1","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","606"
"32","-2.5","-0.00035","-5e-05","-5","0.2","0.2","NaN","-1.97323396793576","-0.000304423483035552","-5.11974806266449","0.000433655268176669","0.234250120790509","0.24160588032547","0","1871.04785742203","-916.682741194134","82"
"33","-2","-0.00035","1e-04","-2","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","483"
"34","-1.5","-5e-04","-2e-04","-1","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","554"
"35","-3","1e-04","-2e-04","-5","0.2","0.2","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","71"
"36","-3","-0.00035","-2e-04","-4","0.2","0.2","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","181"
"37","-1","-0.00035","-0.00035","-2","0.2","0.2","NaN","-1.05672139998307","-0.000700093415447011","-2.05253966510526","0.081178309762078","0.345755979988791","0.239965016171141","0","2259.90482120599","-1111.11122308611","410"
"38","-2","-0.00035","-5e-05","-3","0.2","0.2","NaN","-1.88106445994819","-0.000337289501802639","-3.71378373188289","0.000214519548020115","0.231082742770828","0.241955847978918","0","1855.23367804237","-908.775651504304","333"
"39","-1","1e-04","-5e-05","-3","0.2","0.2","NaN","-0.942297164786072","-0.00249285396933694","-3.27488210814748","0.101853374838113","0.335071019228297","0.24508515964345","0","2257.2840927643","-1109.80085886527","350"
"40","-2","-5e-04","-5e-04","-4","0.2","0.2","NaN","-2.00077941919046","-0.000298037506294115","-3.72328878466992","0.000143790628763943","0.232563716799646","0.24199162098688","0","1861.40366151279","-911.860643239515","128"
"41","-2","1e-04","1e-04","-4","0.2","0.2","NaN","-1.89951794172543","-0.000329795621028165","-4.10951713571069","0.00030759776557979","0.232253796773382","0.240881358089432","0","1857.4913810575","-909.904503011869","248"
"42","-3","-2e-04","-5e-05","-2","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","461"
"43","-2.5","-5e-04","-0.00035","-2","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","402"
"44","-1.5","-0.00035","-5e-04","-4","0.2","0.2","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","134"
"45","-1","-5e-04","-2e-04","-4","0.2","0.2","NaN","-0.962351612664448","-0.000765184418471874","-3.8131428911789","0.0934924656090846","0.33198392181259","0.24358621034788","0","2256.12875802765","-1109.22319149695","180"
"46","-1","1e-04","-0.00035","-4","0.2","0.2","NaN","-0.973783838816201","-0.000758078750995289","-3.81339026083301","0.0858630586275856","0.340885813059914","0.2438893975624","0","2255.77122899326","-1109.04442697975","175"
"47","-1","1e-04","-5e-04","-1","0.2","0.2","NaN","-2.01530262243724","-0.000289210303579793","-1.91709702070352","-0.000569418332702858","0.25534794579429","0.223234011322095","0","1976.6035813891","-969.460603177669","525"
"48","-2.5","-0.00035","1e-04","-2","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","482"
"49","-3","-5e-05","1e-04","-3","0.2","0.2","NaN","-2.02502134600702","-0.00028915077940806","-6.10192580415104","0.000461496617161805","0.235773089889142","0.241164583777879","0","1881.67627103453","-921.996948000384","366"
"50","-2","-5e-05","-2e-04","-2","0.2","0.2","NaN","-1.87707515501269","-0.000337791619944002","-3.65092477121864","0.000189196237872735","0.225751877604612","0.243622425446786","0","1855.98556268837","-909.151593827306","443"
"51","-2","-0.00035","-0.00035","-5","0.2","0.2","NaN","-1.87901569387505","-0.00033212156371155","-4.61892065148961","0.000431518653330637","0.235290149586978","0.242184953668025","0","1865.68660934238","-914.00211715431","33"
"52","-1.5","-0.00035","1e-04","-3","0.2","0.2","NaN","-1.88042367373236","-0.000337678471678074","-3.71193288097485","0.000214888411152697","0.231119473015042","0.241947928381936","0","1855.23440502009","-908.776014993167","359"
"53","-2.5","-5e-04","-5e-04","-1","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","502"
"54","-1","1e-04","1e-04","-5","0.2","0.2","NaN","-0.895957769312902","0.324886410943531","-5.72725361867489","0.223399833927543","0.343435236155372","0.242284194249796","0","2279.27261991603","-1120.79512244113","125"
"55","-2","1e-04","-5e-05","-3","0.2","0.2","NaN","-1.88792766143066","-0.000336895597407189","-2.90801531080582","-4.78745159212891e-05","0.234210683376498","0.243623392108547","0","1873.04991542623","-917.683770196235","348"
"56","-2","-0.00035","-2e-04","-3","0.2","0.2","NaN","-1.88282059335164","-0.000336173570978723","-3.71058760536766","0.000215566882467384","0.231288896755294","0.241554264264521","0","1855.2448318918","-908.781228429019","308"
"57","-1.5","-5e-05","-5e-04","-1","0.2","0.2","NaN","-1.86138877279637","-0.000343657945240933","-3.72103673277583","0.000230889390671995","0.230581590677815","0.241966921768299","0","1855.43839820733","-908.878011586784","519"
"58","-1.5","-0.00035","-5e-04","-5","0.2","0.2","NaN","0.23839998866213","-0.014780357709677","-8.56092677262621","0.216745893504852","0.339130680470937","0.250638233722481","0","2275.6111547144","-1118.96438984032","9"
"59","-3","1e-04","1e-04","-1","0.2","0.2","NaN","-2.82173217593599","-0.000272489964472161","-0.980579556599372","-0.243939940730077","0.34980211765834","0.243335210068222","0","2289.87193166898","-1126.09477831761","621"
"60","-2","-2e-04","-0.00035","-1","0.2","0.2","NaN","-1.88139757997159","-0.000337231671012828","-3.7141439186037","0.000214472537398563","0.231105987846103","0.241954571744611","0","1855.23370287738","-908.775663921808","538"
"61","-1.5","-5e-04","-0.00035","-1","0.2","0.2","NaN","-1.96476502711936","-0.000307163286672397","-1.28395286381437","-0.00116597085665774","0.276173895641875","0.237796361045936","0","2039.05830060919","-1000.68796278771","529"
"62","-1.5","1e-04","1e-04","-2","0.2","0.2","NaN","-1.7173041001076","-0.000529869527080283","-1.94405015661253","0.00227779040964787","0.29205852537413","0.241577805394138","0","2100.90773528161","-1031.61268012392","499"
"63","-2.5","-0.00035","-0.00035","-4","0.2","0.2","NaN","-1.94114515506173","-0.00031633929535046","-4.39518466067001","0.000340576123888631","0.232372452564754","0.241524759124402","0","1860.94728745895","-911.632456212595","157"
"64","-2.5","-2e-04","-5e-04","-5","0.2","0.2","NaN","-1.88109008349727","-0.000337270578620692","-3.71349443856438","0.000214296560512063","0.231079424759113","0.241997334841379","0","1855.23365507523","-908.775640020735","12"
"65","-1","1e-04","-0.00035","-3","0.2","0.2","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","300"
"66","-2.5","-5e-04","-2e-04","-3","0.2","0.2","NaN","-1.82734928462929","-0.000358087744201407","-3.13806891234595","6.47850029057389e-05","0.23295094253726","0.242763733100856","0","1862.63413700059","-912.475880983413","302"
"67","-3","-5e-04","-0.00035","-1","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","526"
"68","-3","-5e-05","-5e-05","-3","0.2","0.2","NaN","-2.03086267018558","-0.000287335794342852","-6.36936575171104","0.000471584587255624","0.234293206350985","0.242337908764097","0","1883.58184378966","-922.949734377951","341"
"69","-3","1e-04","-0.00035","-4","0.2","0.2","NaN","-2.83542902082591","-8.52341061354386e-05","-4.10438544584316","1.592137037294e-05","0.274537589255735","0.290210523655611","0","2075.24394058074","-1018.78078277349","171"
"70","-2.5","-5e-05","-0.00035","-2","0.2","0.2","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","417"
"71","-1.5","1e-04","-5e-05","-3","0.2","0.2","NaN","-1.45659296667","-0.000497416769500268","-2.87844326984209","0.000275549933461703","0.305292920894195","0.223532310867809","0","1980.14001364661","-971.228819306427","349"
"72","-1.5","-2e-04","-0.00035","-4","0.2","0.2","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","164"
"73","-1","-0.00035","1e-04","-2","0.2","0.2","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","485"
"74","-3","1e-04","-0.00035","-1","0.2","0.2","NaN","-2.80752912421901","-0.000258713756746139","-0.994818457641191","-0.234740547183335","0.352562260614012","0.241866106534392","0","2293.17060001791","-1127.74411249207","546"
"75","-2.5","-0.00035","-0.00035","-5","0.2","0.2","NaN","-2.16047339005045","-0.000248259195332645","-3.55543063927503","4.45874848782532e-05","0.230357986196309","0.231810556937534","0","1891.17255973083","-926.745092348533","32"
"76","-2.5","-5e-05","-0.00035","-4","0.2","0.2","NaN","-1.94255993025022","-0.000315705859530718","-4.44609123151316","0.000348847565753668","0.231919289405355","0.241606523036571","0","1861.61538590196","-911.966505434099","167"
"77","-1","-5e-05","1e-04","-3","0.2","0.2","NaN","-1.07081614330973","-0.000689260703206287","-2.91582243466377","0.0758179273881861","0.345219363254296","0.243404998742701","0","2253.77141358249","-1108.04451927436","370"
"78","-3","-2e-04","1e-04","-4","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","236"
"79","-2.5","-0.00035","-2e-04","-3","0.2","0.2","NaN","-1.87989231413092","-0.000337858218270551","-3.71571226725744","0.000216186432607234","0.230931891998545","0.242159984587679","0","1855.23621506698","-908.776920016608","307"
"80","-1.5","-2e-04","-5e-05","-3","0.2","0.2","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","339"
"81","-2","-5e-04","-0.00035","-2","0.2","0.2","NaN","-1.88110099369969","-0.000337308035605946","-3.7136549812958","0.000214298740619511","0.231091762940201","0.241990073669139","0","1855.23364563669","-908.775635301466","403"
"82","-1.5","-0.00035","-5e-05","-4","0.2","0.2","NaN","-1.49600255084954","-0.00045150402431732","-3.97419945925388","0.0372202222647347","0.344439998541169","0.219833627318415","0","2231.9897078686","-1097.15366641742","209"
"83","-2.5","-5e-05","1e-04","-5","0.2","0.2","NaN","-1.98477150907803","-0.000301102465187215","-5.25993813806161","0.000437599756705257","0.234700447060223","0.242359358509952","0","1872.94074218809","-917.629183577162","117"
"84","-1","1e-04","1e-04","-1","0.2","0.2","NaN","-1.35807193202571","-0.000582570023979103","-1.90389225605542","-0.000325214601290731","0.231394121426047","0.24062176248946","0","2024.29552324513","-993.306574105682","625"
"85","-1","-0.00035","-5e-05","-3","0.2","0.2","NaN","-1.30114540123244","-0.000567286386338562","-2.71718827742517","0.000431511351206325","0.356050337107085","0.244881836440057","0","2076.06561122898","-1019.19161809761","335"
"86","-2.5","-0.00035","1e-04","-5","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","107"
"87","-1.5","-5e-05","-2e-04","-1","0.2","0.2","NaN","-1.32139061542242","-0.000691222023458935","-1.33281425984379","-0.000971389972645548","0.290199108480616","0.238779122410574","0","2066.14752189222","-1014.23257342923","569"
"88","-1.5","-5e-04","-5e-04","-2","0.2","0.2","NaN","-1.88137531483964","-0.000337222095422254","-3.71417320237958","0.000213952609020206","0.231113690390862","0.24197882624106","0","1855.23368286606","-908.775653916147","379"
"89","-2","-0.00035","-5e-05","-1","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","583"
"90","-1","-5e-04","-5e-04","-4","0.2","0.2","NaN","-0.966964508706805","-0.000762690542217014","-3.81534946814756","0.0843879800731092","0.339916122103317","0.247148589582184","0","2254.86334215889","-1108.59048356256","130"
"91","-1","-5e-04","-2e-04","-5","0.2","0.2","NaN","-1.3125780485177","-0.000540963894255207","-5.08988276368671","0.0646764774810822","0.377245262726504","0.228425959396346","0","2257.51990003896","-1109.9187625026","55"
"92","-2.5","-5e-05","1e-04","-2","0.2","0.2","NaN","-1.88105900091647","-0.000337282203183725","-3.71055576270519","0.00021356453501231","0.231070273555799","0.241989792876151","0","1855.23384415753","-908.775734561885","492"
"93","-3","-5e-04","-5e-05","-2","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","451"
"94","-2.5","-5e-04","-2e-04","-2","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","427"
"95","-2","-5e-04","-5e-05","-4","0.2","0.2","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","203"
"96","-2.5","-0.00035","-0.00035","-1","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","532"
"97","-3","-5e-04","-0.00035","-2","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","401"
"98","-1","-0.00035","-5e-05","-4","0.2","0.2","NaN","-1.07292365276902","-0.00149575297234611","-3.66195558922001","0.0626283713340893","0.339043305166961","0.255232255785757","0","2249.47502528223","-1105.89632512424","210"
