"","a_log","a12","h_log","kr_log","sigma","sigma2","error","a_log.est","a12.est","h_log.est","kr_log.est","sigma.est","sigma2.est","converge","BIC","logLik","strtpt"
"1","-2","-5e-05","-1","-3","0.2","0.2","NaN","-1.88623606193234","-0.00034107354399824","-3.31051399779278","-6.98677309440774","0.232512651667291","0.242010465801068","0","1861.853019671","-912.085322318619","118"
"2","-1.5","-5e-04","-3","-2.375","0.2","0.2","NaN","-1.82936959211122","-0.00035974940691957","-3.26276000684464","-1.65137264615518","0.23113082137921","0.241930883292783","0","1856.98384896207","-909.650736964154","179"
"3","-1.5","-5e-05","-5","-1.125","0.2","0.2","NaN","-1.82247231574423","-0.000361998466991909","-3.22493196553946","-1.5352867539241","0.231647169577994","0.241669927005483","0","1856.63918616355","-909.478405564893","394"
"4","-1","-0.00035","-1","-1.75","0.2","0.2","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","360"
"5","-1.5","-2e-04","-5","-1.125","0.2","0.2","NaN","-1.88445428099858","-0.000341472692123754","-3.31239737485144","-4.87080761203208","0.232497718644276","0.242031753448125","0","1861.55967102179","-911.938647994014","389"
"6","-3","-0.00035","-3","-1.75","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","306"
"7","-2.5","1e-04","-1","-3","0.2","0.2","NaN","-1.87892339704534","-0.000343084446654686","-3.2995192858538","-3.46452866852288","0.232174644880146","0.241743016032769","0","1860.62143312872","-911.469529047479","122"
"8","-1","-0.00035","-3","-1.75","0.2","0.2","NaN","-1.79208035952482","-0.000372171448473045","-3.1763806555124","-1.066877645812","0.231295180972192","0.241968027096292","0","1856.04443766223","-909.181031314236","310"
"9","-2.5","-5e-04","-4","-0.5","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","527"
"10","-2","-5e-04","-2","-2.375","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","203"
"11","-1","-2e-04","-4","-3","0.2","0.2","NaN","-1.86379065421449","-0.000347917282945218","-3.28167332610025","-2.65441788065942","0.23198877011568","0.241859053170868","0","1859.31982792216","-910.818726444198","40"
"12","-2","-5e-04","-1","-1.125","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","478"
"13","-3","-0.00035","-5","-2.375","0.2","0.2","NaN","-1.8867804615953","-0.000340854004090281","-3.31292954262336","-7.22434336916128","0.232523402366579","0.241974762853541","0","1861.86183020194","-912.089727584087","131"
"14","-1","-2e-04","-2","-1.125","0.2","0.2","NaN","-1.79216942103006","-0.000372062000921771","-3.17537323884312","-1.06038012238948","0.231145882640983","0.241838975370706","0","1856.04490189571","-909.181263430974","465"
"15","-1","-5e-05","-2","-1.125","0.2","0.2","NaN","-1.79038777391916","-0.000372502084124053","-3.17301666240347","-1.04362071697169","0.231241319103926","0.242044504115723","0","1856.04441940321","-909.181022184724","470"
"16","-2.5","1e-04","-1","-1.125","0.2","0.2","NaN","-1.82147986325943","-0.000361598712532486","-3.21993335552947","-1.47443936934144","0.231334722548389","0.241767615900762","0","1856.51733381152","-909.417479388881","497"
"17","-1.5","-5e-05","-3","-3","0.2","0.2","NaN","-1.79128031385173","-0.000372283914671304","-3.17505250161776","-1.05679703358994","0.231229486531785","0.242049566905517","0","1856.04375988741","-909.180692426825","69"
"18","-3","-2e-04","-5","-1.75","0.2","0.2","NaN","-1.79046063883126","-0.000372573619871314","-3.17151013566874","-1.0536239364787","0.231125325538317","0.242090168850945","0","1856.04453960532","-909.181082285779","261"
"19","-1","-5e-05","-5","-1.75","0.2","0.2","NaN","-1.88605722767903","-0.000341786439268537","-3.31289773832069","-27.5314220099474","0.232324705166876","0.242214847818126","0","1861.89847809421","-912.108051530225","270"
"20","-1.5","-2e-04","-2","-3","0.2","0.2","NaN","-1.86473119652897","-0.000347485476737084","-3.2764878156929","-2.73931437718973","0.231816631548815","0.241858529672253","0","1859.48985824761","-910.903741606925","89"
"21","-1.5","1e-04","-2","-1.125","0.2","0.2","NaN","-1.79123171256637","-0.000372248684667657","-3.17458213336692","-1.05689507298951","0.231175930491604","0.242027199069404","0","1856.04380372125","-909.180714343745","474"
"22","-3","-2e-04","-3","-3","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","61"
"23","-2","-0.00035","-1","-2.375","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","233"
"24","-1.5","-5e-05","-2","-2.375","0.2","0.2","NaN","-1.78795656972122","-0.000373378019319224","-3.16891745090407","-1.01579778365925","0.231229282644324","0.242020611984786","0","1856.0498278051","-909.183726385668","219"
"25","-2.5","-2e-04","-5","-0.5","0.2","0.2","NaN","-1.79154647009552","-0.000372316410698786","-3.1726054827919","-1.06286078639436","0.231371988439689","0.242005520269435","0","1856.04504315858","-909.18133406241","512"
"26","-1.5","-2e-04","-3","-0.5","0.2","0.2","NaN","-1.74242890580416","-0.000389595327246584","-3.11142201215064","-0.398958661988789","0.23164251847319","0.24178389585383","0","1857.98304929964","-910.15033713294","564"
"27","-2","-0.00035","-4","-3","0.2","0.2","NaN","-1.79112443009588","-0.000372216152644307","-3.17498850990489","-1.05998653758818","0.231382111094542","0.242068138530894","0","1856.04441136221","-909.181018164223","33"
"28","-1.5","-5e-05","-5","-1.75","0.2","0.2","NaN","-1.83436812691375","-0.000357837236136033","-3.2451490112504","-1.83778841325546","0.231183367836772","0.242054228358183","0","1857.35159603237","-909.834610499302","269"
"29","-1","1e-04","-5","-0.5","0.2","0.2","NaN","-1.82630913307601","-0.000360374247702197","-3.23672998405712","-1.51068642941376","0.23130676906401","0.242070288940662","0","1856.6125236152","-909.46507429072","525"
"30","-3","-2e-04","-5","-0.5","0.2","0.2","NaN","-1.79136973828686","-0.000372226167313526","-3.17472416840373","-1.05523071304171","0.231221461227682","0.242033344499282","0","1856.04378403139","-909.180704498814","511"
"31","-3","-5e-04","-2","-0.5","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","576"
"32","-1","-5e-04","-1","-1.125","0.2","0.2","NaN","-1.41523270939766","-0.000519952623158266","-2.66704969236015","1.23132975808615","0.23917937582436","0.241471830574714","0","1891.94817830381","-927.132901635027","480"
"33","-3","-0.00035","-1","-1.75","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","356"
"34","-2","-5e-04","-2","-0.5","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","578"
"35","-3","-5e-05","-5","-0.5","0.2","0.2","NaN","-1.88603794581113","-0.000341147678637401","-3.31095053584186","-24.7803583747255","0.232486007111145","0.241971742110156","0","1861.89456509003","-912.106095028135","516"
"36","-3","-2e-04","-4","-2.375","0.2","0.2","NaN","-1.79125158061897","-0.000372304863738265","-3.17497196987512","-1.05620153498391","0.231261421350312","0.242069375618482","0","1856.04381078884","-909.180717877539","161"
"37","-1","-5e-05","-3","-2.375","0.2","0.2","NaN","-1.8014551960242","-0.000368477049719453","-3.18835057497109","-1.19426796846206","0.231259875467746","0.24190954047332","0","1856.10349679751","-909.210560881874","195"
"38","-2","-5e-05","-4","-2.375","0.2","0.2","NaN","-1.84636600694145","-0.000353905402589646","-3.247704563175","-2.19154753742928","0.231559438617483","0.242016331936212","0","1858.24937603909","-910.283500502665","168"
"39","-1","-0.00035","-2","-2.375","0.2","0.2","NaN","-1.75904001182871","-0.00038343602391854","-3.11396372246159","-0.701216760636988","0.231349671107199","0.24202325535798","0","1856.58526726613","-909.451446116184","210"
"40","-3","-5e-05","-2","-1.75","0.2","0.2","NaN","-1.79144466782965","-0.00037218450277558","-3.17546514351951","-1.0593554105948","0.231250843993521","0.242023676591828","0","1856.04379337063","-909.180709168433","341"
"41","-2.5","-2e-04","-1","-1.125","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","487"
"42","-2.5","-5e-05","-3","-1.75","0.2","0.2","NaN","-1.79056318421753","-0.000372427463145967","-3.17366234716051","-1.04909068499816","0.231203231961859","0.242025791929751","0","1856.04402954339","-909.180827254812","317"
"43","-2","-2e-04","-3","-2.375","0.2","0.2","NaN","-1.79361813165244","-0.000371091160151484","-3.17885181134087","-1.05837650971836","0.231021106659379","0.242337416718028","0","1856.0486005374","-909.18311275182","188"
"44","-1.5","-0.00035","-5","-3","0.2","0.2","NaN","-1.7923815915248","-0.000371529477638895","-3.17792698039316","-1.06087763141147","0.231174533062856","0.241927773851558","0","1856.04519234476","-909.1814086555","9"
"45","-3","-5e-05","-2","-2.375","0.2","0.2","NaN","-1.8566798295965","-0.000350369076966482","-3.28441495823412","-2.21743983439518","0.231545146041099","0.24190487403139","0","1858.35728930599","-910.337457136113","216"
"46","-1","-5e-04","-2","-0.5","0.2","0.2","NaN","-1.79117817254143","-0.000372314829385947","-3.17480153170794","-1.05638898401819","0.231242689081329","0.242047428965068","0","1856.04376078049","-909.180692873363","580"
