"","a_log","a12","h_log","kr_log","sigma","sigma2","error","a_log.est","a12.est","h_log.est","kr_log.est","sigma.est","sigma2.est","converge","BIC","logLik","strtpt"
"1","-2","-5e-05","-1","-3","0.2","0.2","NaN","-2.19139701688934","-0.000223516063929712","-3.11004810104785","-0.975600142536644","0.211562186915024","0.242596895530019","0","1763.80994317942","-863.063784072829","118"
"2","-1.5","-5e-04","-3","-2.375","0.2","0.2","NaN","-2.19137129289065","-0.000223567370503494","-3.10886219156014","-0.975890185077535","0.211555346697273","0.242706966745314","0","1763.80994698194","-863.06378597409","179"
"3","-1.5","-5e-05","-5","-1.125","0.2","0.2","NaN","-2.19244712066322","-0.000223271583700105","-3.11192594240935","-0.971104149477492","0.211482100557964","0.242803247286243","0","1763.81094259321","-863.064283779723","394"
"4","-1","-0.00035","-1","-1.75","0.2","0.2","NaN","-2.27885562608835","-0.000204910054572594","-3.24741881760923","-5.12237078267821","0.212309666217974","0.242679982153712","0","1767.66040817582","-864.98901657103","360"
"5","-1.5","-2e-04","-5","-1.125","0.2","0.2","NaN","-2.27965259177659","-0.000204684493607115","-3.26370551129218","-4.10866080301445","0.212278642373536","0.242578727641273","0","1767.38456698232","-864.851095974281","389"
"6","-3","-0.00035","-3","-1.75","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","306"
"7","-2.5","1e-04","-1","-3","0.2","0.2","NaN","-2.25997051406389","-0.000209127301550475","-3.22469037795191","-2.75189258796694","0.212088616687556","0.242749939427369","0","1766.28521840561","-864.301421685924","122"
"8","-1","-0.00035","-3","-1.75","0.2","0.2","NaN","-2.19092289246653","-0.000223589435245326","-3.10812998048848","-0.971384774414306","0.211563552179012","0.242712419347756","0","1763.80997557374","-863.06380026999","310"
"9","-2.5","-5e-04","-4","-0.5","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","527"
"10","-2","-5e-04","-2","-2.375","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","203"
"11","-1","-2e-04","-4","-3","0.2","0.2","NaN","-2.1908412969608","-0.000224241081232716","-3.11306103276221","-0.971719915559676","0.211362408235481","0.242475141035026","0","1763.81404527008","-863.065835118158","40"
"12","-2","-5e-04","-1","-1.125","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","478"
"13","-3","-0.00035","-5","-2.375","0.2","0.2","NaN","-2.27683699126793","-0.000205249341305292","-3.25024964117023","-3.68007447226325","0.212189898497765","0.242671883594487","0","1767.15478021987","-864.736202593056","131"
"14","-1","-2e-04","-2","-1.125","0.2","0.2","NaN","-2.1776994481551","-0.000226544045909545","-3.08945574143074","-0.761062672315173","0.211584306499","0.242537990160873","0","1763.92488534532","-863.121255155778","465"
"15","-1","-5e-05","-2","-1.125","0.2","0.2","NaN","-2.20390298525438","-0.000220772750303106","-3.12814595467992","-1.21071485183286","0.21148212633608","0.242697686822614","0","1763.9185329007","-863.118078933468","470"
"16","-2.5","1e-04","-1","-1.125","0.2","0.2","NaN","-2.18421928184325","-0.000225137728594406","-3.09745641000864","-0.873839537230183","0.211554163085761","0.242657081189115","0","1763.83474232797","-863.076183647104","497"
"17","-1.5","-5e-05","-3","-3","0.2","0.2","NaN","-2.22347142901787","-0.000216064473868363","-3.1810571121734","-1.35428592230832","0.211703294299263","0.242358494073118","0","1764.11603461984","-863.216829793041","69"
"18","-3","-2e-04","-5","-1.75","0.2","0.2","NaN","-2.2765765151422","-0.000205308306350648","-3.25458566355076","-3.68810534998345","0.212196763259397","0.242618887107551","0","1767.16107707872","-864.73935102248","261"
"19","-1","-5e-05","-5","-1.75","0.2","0.2","NaN","-2.28242105678232","-0.000204183952712587","-3.25830791417196","-7.18697946922191","0.212352169613163","0.242726922195755","0","1767.80682573983","-865.062225353034","270"
"20","-1.5","-2e-04","-2","-3","0.2","0.2","NaN","-2.23747619327377","-0.000213318034590215","-3.19224006148977","-1.77159997743307","0.211738869726354","0.242717012059326","0","1764.72584575107","-863.521735358654","89"
"21","-1.5","1e-04","-2","-1.125","0.2","0.2","NaN","-2.1920400223313","-0.000223389596896546","-3.11029878418887","-0.979407912692938","0.211508412330851","0.24266190257078","0","1763.81000217672","-863.063813571477","474"
"22","-3","-2e-04","-3","-3","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","61"
"23","-2","-0.00035","-1","-2.375","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","233"
"24","-1.5","-5e-05","-2","-2.375","0.2","0.2","NaN","-2.19149670113614","-0.000223548158632584","-3.11011601538272","-0.976941580200039","0.211528630955809","0.242635936341052","0","1763.80992243891","-863.063773702575","219"
"25","-2.5","-2e-04","-5","-0.5","0.2","0.2","NaN","-2.19127149193055","-0.000223526181354675","-3.10931896699643","-0.978272139058613","0.211536261576965","0.242648890841809","0","1763.80985504152","-863.06374000388","512"
"26","-1.5","-2e-04","-3","-0.5","0.2","0.2","NaN","-2.19127395193363","-0.000223504223649394","-3.10904809940968","-0.97664246761711","0.211546287129738","0.242647769064288","0","1763.80984236515","-863.063733665693","564"
"27","-2","-0.00035","-4","-3","0.2","0.2","NaN","-2.27867473201992","-0.000205072403366942","-3.26583825592175","-3.866621296769","0.212282773260886","0.242629372770694","0","1767.27275376414","-864.795189365191","33"
"28","-1.5","-5e-05","-5","-1.75","0.2","0.2","NaN","-2.19088404221941","-0.000223707518956229","-3.112337088579","-0.995107764322039","0.211708409570988","0.242667546110762","0","1763.81239038981","-863.065007678024","269"
"29","-1","1e-04","-5","-0.5","0.2","0.2","NaN","-2.27608938940602","-0.000205040683859352","-3.27247302562144","-3.17967392558005","0.212127733129927","0.24237630160377","0","1766.80438877721","-864.561006871725","525"
"30","-3","-2e-04","-5","-0.5","0.2","0.2","NaN","-2.28202460427396","-0.000204293743780114","-3.25648621038719","-15.933174992801","0.212345106923032","0.242652257028378","0","1767.82824608821","-865.072935527225","511"
"31","-3","-5e-04","-2","-0.5","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","576"
"32","-1","-5e-04","-1","-1.125","0.2","0.2","NaN","-2.19743697212444","-0.000222167210297843","-3.12106216437662","-1.08520726169621","0.211513818679104","0.242641655231295","0","1763.8350358352","-863.07633040072","480"
"33","-3","-0.00035","-1","-1.75","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","356"
"34","-2","-5e-04","-2","-0.5","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","578"
"35","-3","-5e-05","-5","-0.5","0.2","0.2","NaN","-2.28129896904002","-0.000204290713449641","-3.25859270256778","-5.87530238913694","0.212158963104363","0.242495621951777","0","1767.74996371203","-865.033794339133","516"
"36","-3","-2e-04","-4","-2.375","0.2","0.2","NaN","-2.19280737047367","-0.000224370961431171","-3.07499319194823","-1.00488463695946","0.212318923359117","0.242328784840719","0","1763.90292224491","-863.110273605573","161"
"37","-1","-5e-05","-3","-2.375","0.2","0.2","NaN","-2.26349095166676","-0.000208114907169154","-3.22726681333734","-2.99541736107643","0.212068415207892","0.242672513343294","0","1766.57275268246","-864.445188824351","195"
"38","-2","-5e-05","-4","-2.375","0.2","0.2","NaN","-2.19135819418185","-0.000223531563748217","-3.1084818490217","-0.975334540352273","0.211583747235265","0.242625918792692","0","1763.8099410491","-863.063783007668","168"
"39","-1","-0.00035","-2","-2.375","0.2","0.2","NaN","-2.19097629503813","-0.000223648972461625","-3.10871758512691","-0.97615610270206","0.211568609212638","0.242619494587258","0","1763.80990788163","-863.063766423935","210"
"40","-3","-5e-05","-2","-1.75","0.2","0.2","NaN","-2.19134166991112","-0.00022345813839444","-3.1087646923822","-0.973068701589848","0.211520432130652","0.242624045463913","0","1763.80993567102","-863.063780318629","341"
"41","-2.5","-2e-04","-1","-1.125","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","487"
"42","-2.5","-5e-05","-3","-1.75","0.2","0.2","NaN","-2.25093488751737","-0.000208997828144395","-3.20637452208665","-1.97720876648164","0.212178411081745","0.2435422140188","0","1765.12976001498","-863.723692490609","317"
"43","-2","-2e-04","-3","-2.375","0.2","0.2","NaN","-2.19113354765072","-0.000223537685724377","-3.10892391425101","-0.97674078118403","0.211556819596036","0.242662370183133","0","1763.80984880962","-863.063736887931","188"
"44","-1.5","-0.00035","-5","-3","0.2","0.2","NaN","-2.27505540696859","-0.000205650375415724","-3.25140958388937","-3.70443000787782","0.212210765612999","0.242621023846814","0","1767.16887166481","-864.743248315523","9"
"45","-3","-5e-05","-2","-2.375","0.2","0.2","NaN","-2.22481030219416","-0.00021623988865792","-3.17148608802326","-1.55965839895317","0.211591950742854","0.242607730952737","0","1764.36661691656","-863.342120941401","216"
"46","-1","-5e-04","-2","-0.5","0.2","0.2","NaN","-2.19123154541423","-0.000223567979002517","-3.10958900440016","-0.975916336528025","0.211586733200445","0.242645351044387","0","1763.80989887086","-863.06376191855","580"
"47","-3","-2e-04","-4","-1.75","0.2","0.2","NaN","-2.26505882856745","-0.000208180754268533","-3.24462824569257","-2.76589358592076","0.212164217757766","0.242686037372423","0","1766.31755301452","-864.317588990382","286"
"48","-2","-0.00035","-5","-1.75","0.2","0.2","NaN","-2.19070016240768","-0.000222885472657581","-3.1035528219588","-0.977194560945193","0.211493770329286","0.242415469976668","0","1763.81487214614","-863.066248556188","258"
"49","-1","-0.00035","-1","-3","0.2","0.2","NaN","-2.28205541092171","-0.000204229709256417","-3.2566037039711","-20.9437244481379","0.212354533556802","0.242649041029044","0","1767.82825743769","-865.072941201965","110"
"50","-2.5","-5e-04","-1","-0.5","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","602"
"51","-2.5","-0.00035","-1","-0.5","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","607"
"52","-3","-2e-04","-1","-1.75","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","361"
"53","-1.5","-0.00035","-4","-3","0.2","0.2","NaN","-2.26450754807314","-0.000207835562751747","-3.22538961454686","-3.00118584323229","0.212109212640079","0.242713263433013","0","1766.57855742614","-864.448091196188","34"
"54","-2.5","1e-04","-1","-2.375","0.2","0.2","NaN","-2.18963782822221","-0.000223866805502016","-3.10587621831138","-0.957898404542295","0.211555649242472","0.24266591398652","0","1763.81070784088","-863.064166403558","247"
