"","a_log","h_log","h12","log_w","r1_log","r2_log","alpha11","alpha22","alpha12","alpha21","c_log","sigma","sigma2","strtpt","error","a_log.est","h_log.est","h12.est","log_w.est","r1_log.est","r2_log.est","alpha11.est","alpha12.est","alpha22.est","alpha21.est","c_log.est","sigma.est","sigma2.est","converge","BIC","logLik"
"11","-2","-3","-5e-04","-10","-1","-0.5","0.005","5e-04","0.005","0.005","-5","0.2","0.2","1331888","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"12","-3","-4","1e-04","-5","-2","-3","0.001","0.005","0.001","0.005","-10","0.2","0.2","849981","NaN","-3.64714513602794","-5.10389460645332","4.52868764066124e-05","-9.23576592535315","-1.81052500309703","-1.64480995846527","0.00130769899951348","0.0016197399477589","0.00246059717446065","0.000918737129328843","-9.91166131482854","0.239061365784959","0.241478556254544","0","1883.97466062609","-901.164757359806"
"13","-1.5","-4","1e-04","-7.5","-2","-1","5e-04","0.005","0.001","0.001","-5","0.2","0.2","1149734","NaN","-2.74812351492091","-2.87601897641489","0.000207355776882116","-8.91761300150678","-1.47379924971691","-1.70021491329904","0.00123168880297356","0.0011315804992255","0.00256536600201644","0.000755615434786775","-4.53328251938283","0.209880738830492","0.223441109809369","0","1864.44725823162","-891.40105616257"
"14","-2.5","-4","-5e-04","-7.5","-2","-1","0.001","0.005","0.001","0.005","-10","0.2","0.2","851507","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"15","-2","-2","-0.00035","-6.25","-1","-0.5","5e-04","5e-04","0.001","0.005","-10","0.2","0.2","814793","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"16","-1","-1","-0.00035","-8.75","-2","-0.5","0.001","5e-04","5e-04","0.005","-5","0.2","0.2","1224550","NaN","-1.13553714045663","-7.4030332513827","1.94862962019451","-8.58776049754784","-1.99550645647043","-1.64559324891227","0.00197906209894948","0.00243263609488609","0.00247095032443261","0.000860255548813843","-2.69800107681897","0.247071779407168","0.241778137519947","0","1967.67785361507","-943.016353854292"
"17","-2","-3","-5e-05","-6.25","-1","-1","0.005","0.001","5e-04","0.001","-15","0.2","0.2","182963","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"18","-2.5","-2","-5e-04","-7.5","-0.5","-0.5","0.005","0.005","5e-04","0.001","-15","0.2","0.2","202142","NaN","-2.50609910789184","-0.425526622468837","-0.00290819746229694","-10.8114923861946","-0.495050693626097","-1.23768767605674","0.00192480497722265","0.00228587946037852","0.00292838039418701","0.00109361404942304","-14.5277243384714","0.312918063154934","0.249021991375526","0","2263.92652568214","-1091.14068988783"
"19","-3","-4","-0.00035","-8.75","-0.5","-0.5","5e-04","0.001","5e-04","0.005","-10","0.2","0.2","781406","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"20","-2","-3","1e-04","-6.25","-0.5","-1","5e-04","5e-04","0.005","5e-04","-15","0.2","0.2","104863","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"21","-3","-3","-2e-04","-8.75","-0.5","-1","0.001","0.005","5e-04","5e-04","-10","0.2","0.2","498311","NaN","0.107908822075308","-3.25959304980413","0.574179863797914","-10.2775368904518","-1.85222284051978","-0.998408260885752","0.00198332779312276","0.00244377817148306","0.00266079297349043","0.00119195699073218","-9.19658781396351","0.24554118088816","0.262776197893233","0","2052.37610089128","-985.3654774924"
"22","-1.5","-1","-5e-05","-7.5","-0.5","-3","5e-04","0.005","0.005","0.005","-5","0.2","0.2","1351599","NaN","-1.19370585437701","-1.56855267434177","0.506655611491342","-9.54955391780935","-1.90545734882089","-1.65456685670914","0.00194664621477151","0.00234701631333356","0.00245106240788848","0.000861813955811958","-5.69945861130503","0.245664198558489","0.241448622153408","0","1962.24410009123","-940.299477092375"
"23","-1","-1","-5e-05","-7.5","-2","-3","0.001","5e-04","0.005","5e-04","-10","0.2","0.2","562850","NaN","-0.801227007264323","-2.47136174336884","0.589244695443449","-7.47747052176106","-1.93335991397642","-1.65783017286713","0.00196002419702137","0.00236836286255716","0.00246417009799741","0.000863657837260473","-11.1698386744912","0.246042486310231","0.241374608814932","0","1962.24250522056","-940.298679657037"
"24","-2.5","-2","-5e-04","-8.75","-1","-1","0.005","5e-04","0.005","5e-04","-15","0.2","0.2","115142","NaN","-3.07893983384903","-0.346124827601267","1.56187845453539","-9.93024132091025","-2.02577524709192","-1.657921868867","0.00199525685822782","0.00240224378858564","0.00244306499075505","0.000853461973030627","-14.8865511058192","0.247437027854171","0.241228720168801","0","1968.65240610696","-943.503630100238"
"25","-2","-4","-5e-04","-6.25","-2","-3","0.001","0.001","0.001","0.001","-10","0.2","0.2","681008","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"26","-1.5","-1","-5e-04","-6.25","-2","-1","5e-04","0.005","0.001","5e-04","-5","0.2","0.2","997899","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"27","-2","-1","1e-04","-10","-2","-1","0.001","0.005","0.005","0.001","-15","0.2","0.2","294498","NaN","-1.78487854838113","-0.262506357043319","0.392664763504412","-9.92381921928001","-1.94426722160466","-1.62429874786811","0.00200023220294797","0.00234832509388356","0.0024578530075377","0.00088559171421109","-14.0349114943402","0.246045334717999","0.24194579349047","0","1963.92450320535","-941.139678649435"
"28","-2","-2","1e-04","-10","-1","-0.5","0.001","5e-04","0.001","5e-04","-15","0.2","0.2","60743","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"29","-2.5","-5","-0.00035","-5","-1","-0.5","0.001","5e-04","0.005","0.005","-10","0.2","0.2","871152","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"30","-1.5","-4","-2e-04","-8.75","-1","-1","5e-04","0.005","5e-04","0.001","-5","0.2","0.2","1099559","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"31","-2.5","-3","-2e-04","-7.5","-1","-1","0.001","5e-04","0.001","0.005","-10","0.2","0.2","818437","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"32","-3","-1","1e-04","-5","-1","-3","0.005","5e-04","0.001","0.005","-5","0.2","0.2","1278121","NaN","-2.57901167947843","-2.17831385244893","2.69697195135979e-05","-8.20169053588315","-1.17079322350346","-2.19915628979356","0.00150835330636263","0.00136345720253587","0.00457450649902267","-0.000315180077154326","-4.94462801459869","0.221972819136081","0.245307140967879","0","1896.12817452973","-907.241514311623"
"33","-2","-1","-0.00035","-5","-0.5","-0.5","0.001","5e-04","5e-04","0.005","-5","0.2","0.2","1226173","NaN","-1.10791976601115","2.97710142176804","0.154974741892493","-9.25536332760806","-1.98400659527954","-1.6620445932084","0.00200951955360895","0.00228821761694032","0.00245844210498016","0.000853123165355064","-7.86978833524169","0.247439624781694","0.241250499802176","0","1968.81844374161","-943.586648917562"
"34","-2.5","-5","1e-04","-8.75","-2","-1","0.005","0.001","5e-04","5e-04","-15","0.2","0.2","30227","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"35","-2.5","-2","-5e-04","-7.5","-2","-3","0.005","0.001","0.001","0.001","-10","0.2","0.2","686517","NaN","-2.87940361473769","-1.96315248704734","-0.000225626119605888","-9.75707968653112","-1.62748289920123","-1.58580107764747","0.00172384166806985","0.000347071584329172","0.0025362074903905","0.000906176409753359","-8.73972019845247","0.224515219481338","0.240148993558318","0","1866.05230140629","-892.203577749903"
"36","-2.5","-2","-0.00035","-5","-1","-0.5","0.005","0.005","5e-04","0.005","-10","0.2","0.2","809292","NaN","-2.47654156560271","-1.85971881937025","3.77845540995291e-05","-11.8786053298527","-1.36006865392123","-1.64412197083249","0.00195083439833539","0.000798643598519632","0.00267557169651715","0.00108533566136106","-8.70312306894931","0.231961014039697","0.247726989974828","0","1873.81518228194","-896.085018187731"
"37","-2","-3","-5e-04","-10","-2","-0.5","0.005","5e-04","0.005","0.001","-15","0.2","0.2","268138","NaN","-2.10733929954186","-3.23383888998968","0.000436234082156722","-10.11662783386","-0.898604973178401","-1.44373205489536","0.00157265816698813","0.00122983019032605","0.00187724682149156","0.00114971190542899","-14.1063860187457","0.219342332799658","0.238837654050003","0","1890.47101034181","-904.412932217663"
"38","-1.5","-3","1e-04","-5","-2","-1","0.005","0.001","0.001","0.005","-5","0.2","0.2","1296239","NaN","-1.83455441965676","-2.00752649277877","0.35193010880377","-9.66582407183469","-1.87526434578441","-1.65046840005675","0.001920285151324","0.00231866096399449","0.00245037833501972","0.000849551766953294","-6.16225296961377","0.245470133935883","0.241096834241546","0","1960.24306537222","-939.298959732867"
"39","-2.5","-2","-0.00035","-10","-0.5","-3","5e-04","5e-04","0.005","0.005","-5","0.2","0.2","1317542","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"40","-2","-4","-5e-04","-10","-0.5","-0.5","5e-04","5e-04","0.001","0.005","-10","0.2","0.2","815008","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"41","-3","-5","-0.00035","-10","-0.5","-0.5","0.005","0.005","0.001","0.001","-15","0.2","0.2","252526","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"42","-1.5","-4","1e-04","-5","-2","-3","0.005","0.001","0.005","0.005","-10","0.2","0.2","889359","NaN","-1.63107556440758","-6.40289639197221","2.42496812653267","-10.7425695570734","-2.06484443510302","-1.67591879901757","0.00200802576302029","0.00240492089904698","0.00245655667131311","0.000841144840692723","-14.7903344994208","0.247489707067864","0.241136910397426","0","1969.21946786856","-943.787160981039"
"43","-1.5","-5","-0.00035","-6.25","-2","-1","0.001","0.005","0.001","5e-04","-10","0.2","0.2","547904","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"44","-2.5","-5","-5e-05","-5","-2","-1","0.005","5e-04","5e-04","0.005","-5","0.2","0.2","1228702","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"45","-2.5","-2","-2e-04","-5","-1","-3","0.001","0.005","0.001","0.001","-5","0.2","0.2","1154317","NaN","-2.5048349256995","-1.91454534078544","0.000151276496742533","-9.9365368237108","-1.118771928813","-1.61359052027941","0.00174976842089205","0.00145696583568171","0.00257063942288527","0.000878911983410134","-5.43698700534898","0.227315325012911","0.24247026594127","0","1877.26898497733","-897.811919535423"
"46","-3","-5","-2e-04","-6.25","-1","-1","0.001","5e-04","0.005","0.005","-10","0.2","0.2","869176","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"47","-1.5","-5","1e-04","-6.25","-2","-0.5","0.001","0.005","5e-04","5e-04","-5","0.2","0.2","954854","NaN","-1.11027965739359","-4.59588716943741","0.567759954863971","-9.66660649902395","-1.90953063246369","-1.63942189313538","0.00201177664857859","0.00234872118639731","0.00249974862219937","0.000853286042932795","-4.44648634041858","0.245795721266496","0.241387699154683","0","1961.42010667569","-939.887480384603"
"48","-2.5","-5","-0.00035","-5","-1","-3","0.001","0.005","0.005","0.005","-10","0.2","0.2","901152","NaN","-2.69731306012852","-4.14434501932752","0.000327191613211627","-9.53976920974274","-1.2191167994405","-3.83912214606865","0.0013766523423846","0.00131976438949595","0.0030633118881854","-0.00530767311115731","-7.92052309934167","0.216533779757444","0.265137161063888","0","1914.70819999117","-916.531527042344"
"49","-1.5","-1","-5e-05","-7.5","-2","-1","5e-04","0.005","5e-04","5e-04","-10","0.2","0.2","491599","NaN","-0.902171718462757","-1.76402802361051","0.550243143016725","-9.60872278389986","-1.90527556774073","-1.65226735046736","0.00195468161907307","0.00232847618077318","0.00247626303735761","0.00083252080381418","-10.3251552731697","0.2452876754579","0.240816012660701","0","1962.54697853867","-940.450916316091"
"50","-1","-4","-0.00035","-6.25","-2","-0.5","0.001","0.005","0.001","0.001","-10","0.2","0.2","701660","NaN","-0.652486855326825","-3.90800228626562","0.588671437150622","-9.81928531185596","-1.90949649500041","-1.65861994092885","0.00194973891927206","0.00237528527834867","0.00246623961425802","0.000853600463116736","-9.23904821217853","0.245836510447077","0.241345758030336","0","1962.10909859999","-940.231976346753"
"51","-2","-3","1e-04","-10","-0.5","-0.5","0.005","0.001","0.001","5e-04","-10","0.2","0.2","539488","NaN","-3.02285467730496","-4.58897482410303","0.0016285165917743","-8.67742939972568","-1.6796749010609","-1.31185761671126","0.00186448817137091","0.00204585367908072","0.00230944046899469","0.00123474994415765","-7.55218097360464","0.23973183287267","0.238066459494324","0","1904.09755322008","-911.226203656801"
"52","-3","-3","-2e-04","-8.75","-2","-3","0.001","5e-04","0.005","5e-04","-15","0.2","0.2","107061","NaN","-3.215761178484","-1.97444329117636","-0.000477666085719273","-5.3060362244524","-1.95428131837546","-2.83090707443393","0.00169573949682501","0.00209456653582696","-3.95930897220237e-05","0.00219793626461579","-15.2108257534868","0.236743630435798","0.257795864257662","0","1973.22608910958","-945.790471601546"
"53","-1.5","-1","-2e-04","-7.5","-0.5","-0.5","0.001","5e-04","0.005","0.001","-15","0.2","0.2","264074","NaN","-0.984392150879843","8.05165247505794","-0.163965485713164","-11.0903101752971","-2.07757707366622","-1.66104902799854","0.00202508414357698","0.00240080375253252","0.00246523640655144","0.000852685796263169","-16.1953707113255","0.248656986802579","0.241473276661594","0","1974.18302993462","-946.268942014068"
"54","-1.5","-3","-2e-04","-5","-1","-1","0.001","0.005","5e-04","0.001","-15","0.2","0.2","194314","NaN","-1.03191528965969","-3.43715740827278","0.533609812840712","-7.16711131777578","-1.90183127938874","-1.65773187591268","0.00194398737400002","0.00236440624736557","0.00246435332833509","0.000856432984484215","-14.1995907434341","0.245718502827464","0.241280471583556","0","1961.71679580708","-940.035824950299"
"55","-2","-5","1e-04","-8.75","-0.5","-1","0.001","0.001","0.001","0.001","-15","0.2","0.2","228353","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"56","-1","-2","-0.00035","-6.25","-1","-3","5e-04","5e-04","5e-04","0.005","-15","0.2","0.2","304795","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"57","-1","-2","-2e-04","-8.75","-1","-1","0.005","5e-04","0.001","0.001","-15","0.2","0.2","216445","NaN","-2.97143578268016","0.0699844199868866","-0.00470809388349411","-9.71655189039146","-1.77130033905314","-1.80855761060942","0.00180926302370501","0.00203363668923845","0.0020375005846879","0.000767801929447674","-11.016166078818","0.239459583458365","0.235378236478808","0","1930.93940716269","-924.647130628104"
"58","-2","-1","-0.00035","-8.75","-2","-3","5e-04","0.001","5e-04","0.005","-10","0.2","0.2","776423","NaN","-2.96473344801027","-0.76913769809562","0.00021034654988202","-9.69936120433952","-1.63092421364145","-2.1101366064915","0.00208713582451248","0.00188679453798978","0.00253028312376618","0.000254551698892399","-10.1614987207605","0.232800695170161","0.240365520181115","0","1926.33767726529","-922.346265679404"
"59","-3","-4","-2e-04","-5","-0.5","-3","5e-04","0.005","0.005","5e-04","-15","0.2","0.2","136806","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"60","-2","-4","-2e-04","-10","-1","-0.5","0.001","5e-04","5e-04","0.005","-15","0.2","0.2","313808","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"61","-1.5","-5","-5e-04","-5","-1","-0.5","0.005","5e-04","5e-04","5e-04","-5","0.2","0.2","927379","NaN","-2.02709108954889","-3.99012484360006","1.57683255005641","-5.88392308123548","-2.0004511105423","-1.65794581770338","0.00199479813024224","0.00230983804127964","0.00247062955229426","0.000847739214972932","-6.73135175976302","0.246881448976322","0.241551380306073","0","1967.2653583072","-942.810106200361"
"62","-3","-5","-5e-04","-8.75","-1","-3","5e-04","5e-04","0.005","0.001","-10","0.2","0.2","709501","NaN","-2.89993029651423","-4.27216742058754","0.000424548904575834","-8.16558212162783","-1.43748571150286","-2.89521450562233","0.00122967771431385","0.00175202675191486","0.00184670448310593","-0.000320228037721641","-10.1645009472785","0.226566029157137","0.242824928796898","0","1902.0640882929","-910.20947119321"
"63","-1","-1","-5e-04","-5","-1","-1","5e-04","0.005","5e-04","0.005","-5","0.2","0.2","1251775","NaN","-0.433887008221806","2.0884745424543","0.416362259978646","-15.0478727013203","-1.98000134933785","-1.65890731784202","0.00200572708882617","0.00231920694059475","0.00246537263752063","0.000853122167354953","-5.07332725637698","0.247412483480917","0.241115033495137","0","1968.66787898458","-943.511366539048"
"64","-1","-1","-5e-05","-8.75","-0.5","-1","5e-04","0.001","0.005","5e-04","-5","0.2","0.2","1032725","NaN","0.826512839856944","2.04425637701705","0.959900868366612","-13.9768742767253","-2.01797320762571","-1.65642742659029","0.00202370053626634","0.00234011674599422","0.00247228249733581","0.000857355185635588","-4.33290647278614","0.247535977685157","0.241131873246006","0","1969.43452728107","-943.894690687296"
"65","-3","-2","-5e-04","-6.25","-1","-3","0.001","5e-04","0.001","5e-04","-10","0.2","0.2","512891","NaN","-2.39587086100984","-2.97086334555917","0.000123219728271736","-9.08251290531465","-1.04511938539103","-1.67406510887895","0.00142665152267619","0.00109448905220666","0.00284920125677881","0.000722745892215766","-10.8337003844551","0.218622679705631","0.240133106872371","0","1845.64695799969","-882.000906046606"
"66","-3","-4","1e-04","-8.75","-0.5","-3","0.001","0.005","0.001","0.005","-15","0.2","0.2","395231","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"67","-1.5","-3","-2e-04","-6.25","-1","-0.5","0.005","0.005","0.001","5e-04","-10","0.2","0.2","556064","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"68","-3","-1","-0.00035","-8.75","-0.5","-1","0.001","0.001","5e-04","0.001","-10","0.2","0.2","633296","NaN","-1.75250799909732","-1.49813232124526","0.34688391766426","-8.42169510907438","-1.88106670922497","-1.63297956520118","0.00192456287250378","0.00243865332260718","0.00246041990871355","0.000867006694054202","-10.1078893506069","0.24590746667601","0.241877375376541","0","1961.33116552857","-939.843009811042"
"69","-3","-4","-5e-04","-10","-1","-1","0.005","0.005","0.005","0.005","-5","0.2","0.2","1363756","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"70","-2","-1","-0.00035","-5","-2","-1","0.005","5e-04","0.001","5e-04","-15","0.2","0.2","64298","NaN","-1.89532532044229","0.352833703014499","1.00818144784644","-10.4631181561828","-2.00025210075123","-1.6452068813757","0.0020089127422635","0.00237865630202924","0.00244565706021632","0.000870444229661049","-14.7459013730425","0.246994742183675","0.241262595098692","0","1967.3204202911","-942.83763719231"
"71","-2","-5","-2e-04","-7.5","-1","-0.5","5e-04","0.001","5e-04","5e-04","-5","0.2","0.2","932803","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"72","-2","-3","-2e-04","-6.25","-2","-0.5","0.005","5e-04","0.005","0.005","-10","0.2","0.2","876063","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"73","-1","-4","1e-04","-7.5","-1","-1","0.001","0.001","0.001","0.005","-10","0.2","0.2","835360","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"74","-1.5","-3","-2e-04","-10","-2","-0.5","0.001","0.001","5e-04","0.005","-5","0.2","0.2","1241314","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"75","-2.5","-1","-2e-04","-10","-1","-0.5","0.001","5e-04","5e-04","0.005","-5","0.2","0.2","1225072","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"76","-3","-1","-5e-05","-7.5","-1","-0.5","0.001","0.005","0.005","0.005","-10","0.2","0.2","904721","NaN","-2.24362215186454","-1.51950259839177","5.79186499819743e-05","-10.2575285092841","-1.08380414122241","-1.64003872449356","0.00175400549932814","0.00127443286812875","0.00250907143814647","0.000881994237725132","-7.74414924979716","0.236364790750952","0.239554926686207","0","1913.90531506293","-916.130084578225"
"77","-1.5","-3","-5e-05","-5","-1","-3","5e-04","0.005","0.005","0.001","-10","0.2","0.2","743714","NaN","-1.71362391584308","-3.56612584495467","0.484184775593546","-7.95049067296666","-1.96660959380368","-1.66521175641995","0.00199971243926774","0.00239025524453027","0.0024634379948037","0.000853114323066255","-9.16130293479833","0.24671144458502","0.242274174710072","0","1960.78947138809","-939.572162740803"
"78","-1","-5","-2e-04","-10","-1","-1","5e-04","0.005","5e-04","0.001","-10","0.2","0.2","643805","NaN","-0.736127427012875","-6.38128323300829","0.580109017353706","-9.23295686304195","-1.90299381147062","-1.6796676856927","0.00197043057186767","0.00226163641191145","0.00246376033726922","0.000833836405352944","-9.56326648418226","0.245992413848949","0.241289029702004","0","1962.11301338333","-940.233933738424"
"79","-3","-3","-0.00035","-5","-0.5","-0.5","5e-04","0.001","0.005","0.001","-15","0.2","0.2","275536","NaN","-3.44895122191256","-2.08207660768714","3.88855124314884","-10.1399515897554","-2.06174614360127","-1.65616055850172","0.00201541922154812","0.00241175546058024","0.00246257860337118","0.000857668830679492","-15.6311556982882","0.247940902525483","0.24135122110184","0","1971.2952375573","-944.825045825411"
"80","-1.5","-4","-2e-04","-6.25","-1","-3","0.001","5e-04","5e-04","0.001","-5","0.2","0.2","1069809","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"81","-2.5","-4","-2e-04","-5","-1","-3","0.001","0.005","0.001","0.005","-10","0.2","0.2","850557","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
