"","a_log","h12","h_log","r1_log","r2_log","alpha11","alpha22","alpha12","alpha21","c_log","sigma","sigma2","strtpt","error","a_log.est","h_log.est","h12.est","r1_log.est","r2_log.est","alpha11.est","alpha12.est","alpha22.est","alpha21.est","c_log.est","sigma.est","sigma2.est","converge","BIC","logLik"
"11","-2","-0.00035","-5","-1","-3","0.005","0.005","0.005","0.005","-10","0.2","0.2","181258","NaN","-1.50882140562372","-2.92374340589769","0.433770883937507","-1.90006518534962","-1.67341135031371","0.00193947124249112","0.00234976843032128","0.00245351621150228","0.000848164266081075","-10.1847827166864","0.245432949553679","0.241174606398053","0","1954.64904030945","-939.642145120965"
"12","-1.5","-5e-05","-3","-2","-0.5","5e-04","5e-04","0.001","0.005","-10","0.2","0.2","162819","NaN","-1.34081725908127","-2.18185722282262","0.477561820784108","-1.89518011547704","-1.65761698079204","0.00194579496550547","0.00237557817687242","0.00245358539120902","0.000865503994543167","-9.78774543666685","0.245853628793361","0.240915637730005","0","1955.31743089557","-939.976340414022"
"13","-3","-5e-04","-5","-0.5","-0.5","5e-04","0.005","5e-04","0.005","-15","0.2","0.2","68501","NaN","-3.71240426885476","2.69917785072444","9.87736456334536","-2.07293513240971","-1.6539627572684","0.00201749712328768","0.00239580522393731","0.00246284020278279","0.000859454761698849","-19.0858627010664","0.248401903245999","0.241493585049771","0","1967.13937082205","-945.887310377263"
"14","-1","1e-04","-2","-1","-3","0.005","0.001","0.005","0.001","-10","0.2","0.2","147600","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"15","-2","-0.00035","-1","-2","-0.5","5e-04","5e-04","0.001","0.001","-15","0.2","0.2","41358","NaN","-2.54496145342547","0.477756870489454","0.517867158897472","-1.98570211264315","-1.64270230098659","0.00199090569488932","0.00236885309770999","0.0024647902623496","0.000867598130772528","-14.0802315940213","0.24646616732562","0.241095541463555","0","1959.30142222713","-941.968336079802"
"16","-1","-2e-04","-5","-1","-0.5","0.001","0.001","5e-04","0.005","-5","0.2","0.2","248390","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"17","-1.5","-5e-05","-1","-1","-1","0.001","0.001","0.001","0.001","-5","0.2","0.2","227869","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"18","-2.5","-0.00035","-2","-1","-3","0.001","0.001","5e-04","0.005","-5","0.2","0.2","247707","NaN","-2.12709943489303","-1.87203514468705","0.000178240637732136","-0.96727434609414","-2.88926689672707","0.00158844640629328","0.00130406530776299","0.00625824098677168","0.00122881606450022","-4.79529938551464","0.235607604076246","0.271850045341679","0","2016.08757681975","-970.361413376111"
"19","-3","-0.00035","-2","-0.5","-0.5","0.005","0.001","0.005","0.005","-5","0.2","0.2","269956","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"20","-1.5","-0.00035","-5","-0.5","-0.5","0.001","0.005","5e-04","5e-04","-15","0.2","0.2","8884","NaN","0.600720220225541","-6.2955251322978","0.574487965543324","-1.84424331998541","-1.69172256741595","0.00182095073475157","0.00254968943705846","0.00273812452179582","0.000628693044785464","-13.3561219662969","0.24795472310366","0.239362614176864","0","1958.84319284759","-941.739221390033"
"21","-2","-0.00035","-5","-0.5","-1","5e-04","0.001","0.001","5e-04","-10","0.2","0.2","105258","NaN","-0.171817935589858","-4.37187077296873","0.69460142000252","-1.91280241284738","-1.66292366109303","0.00194430748198513","0.0023867151396126","0.00245594486085375","0.000849095469574568","-8.63295758481038","0.246004098227684","0.241314578624234","0","1956.25646341059","-940.445856671534"
"22","-1","-5e-04","-3","-0.5","-3","5e-04","0.001","0.001","5e-04","-15","0.2","0.2","13805","NaN","-0.708528867932486","-5.51977272163001","1.87181775511477","-1.97754367446551","-1.65451317488518","0.00200331641585963","0.00239163136304079","0.00246640180979622","0.000864178345617756","-14.2703150666578","0.247288955416062","0.240922837113304","0","1961.690765962","-943.163007947241"
"23","-1.5","1e-04","-5","-1","-0.5","5e-04","0.001","0.005","0.005","-5","0.2","0.2","267524","NaN","0.131853209324723","-3.35619885608427","0.873447264147023","-1.96011456469142","-1.65271079500094","0.00195249856718045","0.00238509419002025","0.00246937425488983","0.000858423415824142","-5.99378678342715","0.245952209815804","0.241271937154079","0","1957.16497186172","-940.900110897098"
"24","-2","1e-04","-3","-1","-0.5","0.001","5e-04","5e-04","0.001","-15","0.2","0.2","32448","NaN","-2.7882763780511","-4.07741842408381","3.16668710798587e-06","-1.35558233380278","-1.65298896047818","0.00110869400472965","0.000383717703435697","0.00201558724506873","0.00120845013005942","-12.2627837612903","0.21952966403621","0.241707951807968","0","1838.42448984728","-881.52986988988"
"25","-3","-0.00035","-4","-1","-1","0.001","5e-04","0.005","5e-04","-15","0.2","0.2","21906","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"26","-1.5","1e-04","-2","-0.5","-3","0.001","5e-04","5e-04","0.001","-10","0.2","0.2","122974","NaN","0.543771507182458","-1.52820581623226","0.508903090903895","-1.95720280521867","-1.67100262060057","0.00197399152687338","0.00239687556295852","0.00243779812058163","0.000854081308324662","-9.98401470800629","0.247172631621212","0.240966256426689","0","1958.03575616552","-941.335503048998"
"27","-3","-0.00035","-3","-1","-3","0.001","5e-04","0.001","0.001","-5","0.2","0.2","224056","NaN","-2.49016659142736","-3.269752553566","0.000524881458640344","-1.05903981370507","-2.06492441712282","0.00143157127526368","0.00144896603849217","0.00175305936156601","0.0012784844970057","-4.20152991117491","0.216799345552662","0.253788815811565","0","1874.4476534505","-899.541451691491"
"28","-2","-5e-04","-1","-1","-0.5","5e-04","0.001","0.001","0.005","-10","0.2","0.2","166353","NaN","-3.51937726945274","1.73936841884865","0.019346927338836","-1.78061479374776","-1.64895982914707","0.00204653231746863","0.00209817453763725","0.00243658379068367","0.000908322934032166","-6.30185679390958","0.245577727829851","0.241468935600184","0","1958.83015123548","-941.732700583978"
"29","-2.5","-0.00035","-3","-1","-3","0.001","0.001","5e-04","0.001","-15","0.2","0.2","35057","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"30","-1","-5e-04","-1","-2","-1","0.005","0.005","0.005","0.005","-10","0.2","0.2","181605","NaN","-2.90661479454239","-1.23534132400506","-9.97503247433e-05","-1.54790524379562","-1.79684956190485","0.00189451277134111","0.00133856473374864","0.00181712496403915","0.000972535535710857","-6.04798330098529","0.215775238324056","0.239774665639653","0","1889.91846235479","-907.276856143635"
"31","-2","-5e-04","-1","-2","-3","0.005","0.005","0.001","5e-04","-15","0.2","0.2","19228","NaN","-2.14292042490413","-1.08514737613659","0.283027603971093","-1.90098329533446","-1.66520279670222","0.00191577139820648","0.0022887835762156","0.00244270595377428","0.000867843803992208","-15.9658195251464","0.245937689328237","0.240562104065771","0","1954.17842160058","-939.406835766527"
"32","-2.5","-0.00035","-3","-2","-3","0.001","0.001","0.005","0.001","-5","0.2","0.2","237432","NaN","-2.27475421191673","-3.3988647491685","0.489121307333673","-1.92271976342921","-1.70570956876767","0.00186142527235576","0.00241634849108792","0.00248586138206968","0.00084072035207713","-5.16564297282274","0.243449680995931","0.244150819919488","0","1954.1873555797","-939.411302756088"
"33","-2.5","-5e-04","-5","-1","-0.5","0.001","0.005","0.005","0.005","-15","0.2","0.2","89752","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"34","-1","-5e-05","-3","-2","-3","0.005","0.005","0.001","0.005","-5","0.2","0.2","262195","NaN","-1.79439430476355","-5.47587610670524","2.06982763371853","-2.01120085371905","-1.67431823391386","0.00200044239743765","0.00240319224696222","0.00245979821195981","0.000843959795455028","-4.68848041960308","0.247395432565026","0.241500541340704","0","1962.16579610747","-943.400523019974"
"35","-3","-0.00035","-2","-0.5","-0.5","5e-04","5e-04","5e-04","0.001","-10","0.2","0.2","122581","NaN","-0.256637142330551","5.4601060651373","-0.0288030677548676","-3.8741991422737","-1.66163165328967","0.00729592409757639","-0.00640635348434991","0.00246075904804894","0.000766246960219588","0.987193759335387","0.257846112636077","0.241462515246936","0","2011.36446993746","-967.999859934969"
"36","-1.5","-2e-04","-5","-0.5","-1","5e-04","5e-04","5e-04","0.001","-10","0.2","0.2","122139","NaN","4.95259305105765","-12.5155755266113","0.883517706918341","-1.92688411971873","-5.60137577394791","0.00196446509469302","0.00234860613390016","0.0164176299979537","0.00281631799177077","-2.29156795710742","0.246107393407786","0.270751567627343","0","2083.54813044278","-1004.09169018763"
"37","-1.5","-0.00035","-4","-1","-3","5e-04","0.005","0.001","0.005","-15","0.2","0.2","77784","NaN","-9.29572932493536","-5.7902873385095","0.0820581502481209","-2.07991287392255","-1.67269867744272","0.00202704202064356","0.00240260838133807","0.0024586845576974","0.000845551443597751","-12.7326035289856","0.248302645996603","0.241393283517855","0","1967.62107084472","-946.128160388599"
"38","-2","-5e-04","-2","-1","-3","5e-04","0.005","5e-04","5e-04","-15","0.2","0.2","6953","NaN","-1.10562898035952","-2.37128143925688","0.539272355653452","-1.90316471707218","-1.66127747253149","0.00194368227837563","0.00236421155137856","0.00246260939138318","0.000854902004336169","-17.4970053568981","0.244889194583467","0.241067043097816","0","1955.64746933681","-940.141359634646"
"39","-1.5","-5e-04","-2","-1","-3","0.005","0.001","5e-04","0.001","-10","0.2","0.2","127329","NaN","-1.12818477096941","-1.49503842973763","0.602503167698151","-1.88656195712853","-1.6539526161023","0.00194461371979497","0.00242204151137377","0.0024848552812827","0.000865475014920287","-9.53220752053888","0.245901035694817","0.242233327301069","0","1956.65397328474","-940.644611608611"
"40","-2","1e-04","-1","-0.5","-3","0.001","5e-04","0.001","5e-04","-10","0.2","0.2","102748","NaN","-2.8372697776112","3.82112720434399","0.761183377877299","-2.00843997996555","-1.67823745775924","0.0020099052276351","0.00237347639711909","0.00247339867059408","0.000834274022983217","-12.6272218595245","0.248125639201042","0.241024012972975","0","1965.25208361883","-944.943666775655"
"41","-3","1e-04","-2","-0.5","-1","5e-04","0.005","5e-04","5e-04","-5","0.2","0.2","189721","NaN","-3.00964480580525","0.466130936901709","-0.00214606343386696","-1.62457816450389","-1.52274376427051","0.00227295277487755","0.00118852436433785","0.00243229625342312","0.00123241884237274","-2.95750724870517","0.242743443056552","0.25331346940197","0","1955.3950026946","-940.01512631354"
"42","-2.5","-2e-04","-1","-0.5","-1","0.001","5e-04","0.005","0.001","-10","0.2","0.2","143612","NaN","-2.71342215106388","-2.08340940595831","0.00228435441555459","-1.52590698248738","-1.65417451836646","0.00127354042135842","0.00322878848159501","0.0040948698496579","0.0010150491610837","-9.12331408677056","0.234951300989911","0.250861325450792","0","1943.58957456077","-934.112412246625"
"43","-2.5","-5e-05","-4","-2","-1","0.001","0.005","0.001","0.005","-15","0.2","0.2","79167","NaN","-3.99498382240506","-5.19050110145217","-0.000231079569772677","-5.48765926700101","-5.62840387515978","0.0111616264563314","-0.0621784575446549","0.0244096514635664","-0.0362591175380393","-8.22215833325318","0.253732741878245","0.266761604333854","0","2097.50952246384","-1011.07238619816"
"44","-3","-2e-04","-3","-2","-3","0.005","0.005","0.001","0.001","-15","0.2","0.2","49561","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"45","-2.5","1e-04","-3","-1","-1","0.005","5e-04","5e-04","0.001","-15","0.2","0.2","33197","NaN","-1.05178053174929","-7.26919333359594","3.21324597160759","-2.03075999776817","-1.65242062569817","0.0019825150472422","0.00241096253647737","0.00246679615164787","0.000859073127215668","-14.1399687294777","0.247666301735038","0.24118700575903","0","1964.00456395464","-944.319906943559"
"46","-2","-5e-05","-2","-0.5","-3","0.001","0.001","5e-04","5e-04","-15","0.2","0.2","4843","NaN","-3.25300811394555","-0.935824874161007","0.800764697481794","-1.96084647193942","-1.65616654325089","0.00205124123735274","0.00243364964232157","0.00244786012859886","0.000865895759049178","-14.1562714061839","0.246660879025143","0.241702610630343","0","1959.60831497534","-942.121782453907"
"47","-2","-5e-04","-2","-0.5","-1","0.005","0.005","5e-04","5e-04","-15","0.2","0.2","9703","NaN","-2.5300982424806","-2.90549478823045","0.00150329801854543","-1.21619408402445","-0.996304445259348","0.0017185864186625","0.00251910000438109","0.0030581731288752","0.00151786618210566","-13.3175205881968","0.233713065109519","0.28440203763092","0","1985.07243611852","-954.8538430255"
"48","-3","-2e-04","-4","-0.5","-0.5","5e-04","0.001","0.001","0.005","-5","0.2","0.2","257536","NaN","-3.01026084419827","-3.9423612196384","-0.183050635671566","-0.525021915454535","-0.551961022321147","0.00187846818723381","0.0028357532617686","0.00300945564900353","0.00143781596582927","-5.02870754875048","0.337194379940908","0.313691267633304","0","2594.64830382855","-1259.64177688051"
"49","-3","1e-04","-3","-0.5","-0.5","0.001","0.005","0.005","0.005","-15","0.2","0.2","89946","NaN","-1.22285081258924","-2.00329303142022","0.999486110636506","-2.08352915384042","-1.66293539475462","0.00241074255237914","0.002229113701285","0.00231221734240504","0.000965091140640428","-12.8084089035395","0.247839559464413","0.239860901147466","0","1960.98878160016","-942.812015766318"
"50","-1.5","1e-04","-1","-1","-3","0.005","5e-04","0.001","0.005","-15","0.2","0.2","73374","NaN","-0.235862529296231","-1.95879042590533","1.22480087022793","-1.93835432279796","-1.65699422683799","0.00201554981487631","0.00228279250860744","0.00248633078669571","0.000841577172260164","-16.5812550074771","0.247905735583291","0.240929631891378","0","1959.7935233863","-942.214386659386"
"51","-1","-2e-04","-1","-2","-3","5e-04","0.001","0.001","0.001","-10","0.2","0.2","135115","NaN","-0.803206204395656","-1.15927184592997","0.585308245787486","-1.94169448528096","-1.66018435509202","0.001965846493288","0.0023718858424784","0.00246232213805556","0.00085632014189951","-11.7788748720321","0.246209801080678","0.241254288128337","0","1956.94615351653","-940.790701724503"
"52","-2","-5e-04","-3","-0.5","-3","0.005","0.001","5e-04","5e-04","-15","0.2","0.2","5928","NaN","-1.33974281951458","-1.70423963958613","0.540373780742603","-1.93052000093716","-1.66035379845512","0.00192585415444979","0.00234010310785522","0.00252663182107298","0.000783100791298561","-15.7187466270029","0.245590679902419","0.241938309366072","0","1956.01673071216","-940.325990322317"
"53","-2","-5e-04","-4","-0.5","-0.5","0.001","0.001","5e-04","0.005","-15","0.2","0.2","66278","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"54","-2","-5e-04","-1","-1","-3","5e-04","5e-04","5e-04","0.001","-5","0.2","0.2","212853","NaN","-2.62498564284566","-2.42706893631462","0.000312889049404069","-1.34338942625659","-1.64902663762432","0.00158488646829329","0.00110111508553825","0.00241712926459881","0.000865845737124982","-4.07394657037953","0.219331716195764","0.241071875866822","0","1853.33510615665","-888.985178044563"
"55","-2","-2e-04","-5","-2","-0.5","5e-04","5e-04","0.001","0.001","-15","0.2","0.2","41263","NaN","-1.66912377239319","-5.6743979271555","2.05568897560069","-2.00931629884221","-1.64720612018572","0.00199161317216215","0.00241746217027114","0.00245611067475152","0.000867641113660699","-14.6478603933453","0.246771279267743","0.241326964534093","0","1962.20930241584","-943.422276174161"
"56","-1.5","-0.00035","-4","-0.5","-0.5","0.001","0.005","0.005","0.001","-5","0.2","0.2","241784","NaN","-1.13375732444401","-2.85016696363047","0.518066111788498","-1.89562823841897","-1.65678195166437","0.00194501766032392","0.00235007345465254","0.002463997090727","0.000857411243263587","-4.87708857413145","0.245679813265669","0.241194890266233","0","1955.20352103983","-939.919385486155"
"57","-1.5","1e-04","-3","-1","-1","5e-04","0.005","0.001","0.001","-5","0.2","0.2","230074","NaN","-1.03335584359064","-4.78230501658119","0.538895415378686","-1.89890729369243","-1.65918594942084","0.00194147176261034","0.00235907913918599","0.0024640796757493","0.000854121454953716","-4.68775587644765","0.245677379066044","0.241156401225652","0","1955.11172510703","-939.873487519754"
"58","-3","-0.00035","-3","-1","-1","5e-04","0.005","0.001","0.005","-5","0.2","0.2","260431","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"59","-2","-2e-04","-3","-0.5","-0.5","0.001","0.001","5e-04","0.005","-5","0.2","0.2","248563","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"60","-1.5","-5e-05","-3","-0.5","-1","0.005","0.005","0.001","0.005","-10","0.2","0.2","171694","NaN","-1.42228086394294","-3.53546790782495","1.43487142310278","-3.21646737072276","-1.51618026839197","0.00192820858131526","0.00379756062262723","0.00265498321641917","0.000962218842446002","-6.68229568310206","0.255287977271261","0.243095576235177","0","1993.78843345001","-959.211841691246"
"61","-2.5","-5e-05","-5","-1","-1","5e-04","0.001","0.001","5e-04","-5","0.2","0.2","196267","NaN","-2.28188483650893","-4.90014977712248","0.000837882480914969","-0.931200279477753","-1.1358330990162","0.00145246827978275","0.00155945315534342","0.00256429784529153","0.00109379395617023","-4.8173504973471","0.222545713909157","0.263155340028014","0","1917.53744373303","-921.086346832755"
"62","-2.5","1e-04","-4","-1","-3","0.001","0.001","5e-04","0.001","-15","0.2","0.2","35047","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"63","-2.5","-2e-04","-4","-0.5","-3","0.005","0.005","0.005","5e-04","-5","0.2","0.2","211787","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"64","-2.5","1e-04","-3","-0.5","-1","5e-04","0.001","0.001","0.005","-10","0.2","0.2","166072","NaN","-2.19395084327367","-2.83804743696837","-8.82817457276329e-05","-0.531213106816588","-1.11722181944077","0.00144695415905807","0.000765639145386505","0.00266155691866448","0.00112857445083333","-9.44959047507166","0.272917012866868","0.254046360430025","0","2125.03741733925","-1024.83633363586"
"65","-2","-5e-04","-2","-0.5","-0.5","5e-04","0.001","5e-04","5e-04","-10","0.2","0.2","95578","NaN","-3.80846898066677","1.19362570458569","-0.00156664170650516","-4.57704508223459","-1.65434796919937","0.0061875479960205","-0.0166063500436403","0.00247235238360815","0.0008482059648011","-12.9267577092194","0.258519374996586","0.241360479625988","0","2009.64507642644","-967.14016317946"
"66","-1","-5e-04","-4","-1","-3","0.005","0.005","0.001","5e-04","-5","0.2","0.2","201530","NaN","-1.31159555813051","-5.43239798421881","1.07772123554466","-1.95138468950159","-1.66177726426111","0.00197797624219712","0.00238844782052429","0.00246197387392891","0.000851871080430847","-4.22411432359439","0.246479347333655","0.241733224233725","0","1958.23506835261","-941.435159142546"
"67","-1.5","1e-04","-3","-2","-1","0.001","0.001","0.001","0.001","-5","0.2","0.2","227699","NaN","-1.50342787327163","-3.04155442378867","0.422983868427907","-1.87932340955792","-1.66605043262242","0.00194986036787317","0.00231648977249192","0.00246303686089486","0.000843049235160085","-5.29300998651607","0.245469861332451","0.241276133240567","0","1954.4606264422","-939.547938187338"
"68","-3","-0.00035","-2","-0.5","-1","0.005","0.001","5e-04","0.005","-10","0.2","0.2","158206","NaN","-2.99554122704459","-1.37499949533916","-0.000335386122255578","-1.62467687968344","-1.56732989807362","0.00199180467113","0.000841794453646877","0.00223745879381672","0.000956924128659929","-8.44994617145637","0.228749365557633","0.242114744030875","0","1877.80502784259","-901.220138887535"
"69","-2","-2e-04","-1","-2","-1","0.001","5e-04","0.005","5e-04","-15","0.2","0.2","21863","NaN","-1.94011796007534","-0.0844932239738769","0.373251940833082","-1.86061933410339","-1.65276540521879","0.00194453740292072","0.00231421074363339","0.00247566473096007","0.00084192783124799","-14.2321166428994","0.246408303870515","0.241439605656076","0","1958.02516628534","-941.330208108909"
"70","-1","-5e-05","-2","-0.5","-0.5","0.005","5e-04","5e-04","0.005","-10","0.2","0.2","155220","NaN","-1.6989345278573","-2.9334911983124","0.000191687988658572","-0.221724137319076","-1.38626009659762","0.00183852720837236","0.0015402794738177","0.00342787207280196","0.000845045874957202","-7.35015120878949","0.313046185990796","0.250052163175948","0","2242.21177269865","-1083.42351131556"
"71","-2.5","-0.00035","-4","-2","-1","0.005","0.005","0.001","0.005","-10","0.2","0.2","171407","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"72","-2.5","-5e-04","-5","-1","-0.5","0.005","5e-04","0.001","0.005","-10","0.2","0.2","165127","NaN","-2.39653164001439","-5.01247790409872","0.00135387687789127","-1.03459051798541","-1.60017412643621","0.00157609465160428","0.00226435665804115","0.00370869371760199","0.000792136998710418","-9.19696849725135","0.221029968519585","0.249849595947347","0","1879.26142486209","-901.948337397282"
"73","-1.5","-5e-05","-2","-1","-3","0.005","5e-04","5e-04","5e-04","-5","0.2","0.2","184719","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"74","-2","-2e-04","-2","-1","-3","0.001","0.005","0.001","0.001","-10","0.2","0.2","139713","NaN","-2.13418362148485","-2.12340874717998","-0.000160527161690225","-1.08945535001139","-1.6728876513897","0.00158590467130955","-2.34589692162727e-05","0.00244208717767935","0.000811371280215441","-9.85419476109576","0.247889042275949","0.244554973271845","0","1919.36856351945","-922.001906725964"
"75","-2","-5e-05","-5","-0.5","-0.5","5e-04","0.005","5e-04","0.005","-10","0.2","0.2","159643","NaN","-2.61816104312241","-2.83348307963674","0.00985860467753626","-1.50741784925312","-1.64090486342188","0.00188235948540257","0.00186933008401934","0.00246636621737512","0.000887626188457276","-10.4440304852807","0.233751474191796","0.242010807516647","0","1902.89869794801","-913.766973940243"
"76","-3","-5e-05","-4","-2","-0.5","0.001","0.005","5e-04","5e-04","-10","0.2","0.2","99791","NaN","-2.90290904433106","-3.48666987947249","-9.94594834500202e-05","-1.67582057270631","-1.82255435290967","0.000958567331597725","-0.000754826965147143","0.0034448687792057","0.000508131328891291","-6.52195504415071","0.22563607758133","0.249100119273898","0","1879.05209255447","-901.843671243475"
"77","-1","-5e-05","-5","-1","-1","0.001","0.001","0.005","5e-04","-5","0.2","0.2","207520","NaN","0.555856831127708","-5.15875047479852","0.661111432234569","-1.92158575717842","-1.65645156312513","0.00195228829655411","0.00237304985593597","0.00246752060254217","0.000855031231281762","-5.0065371640819","0.246096184656531","0.241169300857821","0","1956.19741934624","-940.416334639359"
"78","-3","-5e-05","-3","-1","-0.5","5e-04","0.005","0.001","0.005","-15","0.2","0.2","78566","NaN","-2.84537486454012","-1.86603533308954","0.0104616310338307","-1.82057510652618","-1.57327406234492","0.00213217912549756","0.00173111306151115","0.00248737783064342","0.000928195024712991","-13.6405352595766","0.237390342010702","0.242297077993479","0","1914.99350007893","-919.814375005704"
"79","-2","1e-04","-1","-2","-3","0.005","0.001","5e-04","5e-04","-15","0.2","0.2","5748","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"80","-1","-0.00035","-2","-0.5","-0.5","0.005","0.001","0.005","0.005","-5","0.2","0.2","269960","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"81","-2.5","1e-04","-4","-2","-0.5","0.001","0.001","0.005","5e-04","-15","0.2","0.2","25547","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
