"","a_log","h_log","log_w","kr_log","r1_log","r2_log","alpha11","alpha22","alpha12","alpha21","c_log","sigma","sigma2","strtpt","error","a_log.est","h_log.est","log_w.est","kr_log.est","r1_log.est","r2_log.est","alpha11.est","alpha12.est","alpha22.est","alpha21.est","c_log.est","sigma.est","sigma2.est","converge","BIC","logLik"
"21","-2","-4","-7.5","-3","-0.5","-1","5e-04","0.001","0.005","0.001","-15","0.2","0.2","273183","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"22","-1","-1","-7.5","-0.5","-0.5","-1","0.001","5e-04","5e-04","0.001","-5","0.2","0.2","1072450","NaN","-1.29467092829444","-0.0637443240818098","-13.157055108326","1.48509190901147","-1.55472462084894","-1.69572871834358","0.00199144186741945","0.00177901989285759","0.00250884109920161","0.00060176626745607","-3.65596498794213","0.239731906941839","0.241480402167716","0","1925.14690046484","-921.750877279177"
"23","-3","-1","-7.5","-1.125","-0.5","-1","0.005","5e-04","0.005","0.005","-15","0.2","0.2","419821","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"24","-2.5","-4","-7.5","-3","-0.5","-3","5e-04","5e-04","0.005","5e-04","-10","0.2","0.2","558182","NaN","-2.86179864127738","-4.82640970408129","-10.3112738077753","-2.93645438845732","-1.2950937129861","-1.66794324455237","0.00107638255233723","0.000871163324076167","0.00243434199811448","0.00086218202465084","-7.69982030767745","0.219042471993025","0.242601393848007","0","1837.87297356537","-878.113913829441"
"25","-1","-5","-5","-1.75","-2","-1","0.005","5e-04","5e-04","5e-04","-10","0.2","0.2","469105","NaN","-2.74560613531233","-4.19762124122497","-6.44820763744876","-2.05789118739512","-1.33577246563492","-1.65756954080054","0.00112161148410222","0.00131109490222036","0.00247397977869232","0.000859598855849328","-11.4174253312777","0.215130942414426","0.240859242390224","0","1820.24825824409","-869.301556168802"
"26","-2.5","-2","-6.25","-1.125","-2","-1","0.005","5e-04","5e-04","0.001","-5","0.2","0.2","1076717","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"27","-2.5","-4","-6.25","-1.75","-2","-1","5e-04","5e-04","0.001","5e-04","-10","0.2","0.2","508457","NaN","-2.76289224365961","-3.78331176568893","-9.20630937780613","-2.41120089286429","-1.27569436449044","-1.67231687481081","0.00126148888267746","0.000871664625763098","0.0024378611913233","0.000856617453056395","-9.26282765400511","0.217183170576572","0.241349423878645","0","1829.51966324863","-873.937258671075"
"28","-2.5","-1","-6.25","-3","-0.5","-1","0.001","0.001","5e-04","5e-04","-5","0.2","0.2","936972","NaN","-2.85767803412013","-1.62685986992057","-7.21502477656717","-1.06809481203667","-1.41700934504292","-1.70700390178946","0.00177576165849272","0.00145698625436265","0.00238481930138151","0.000759449146718707","-3.70809417686641","0.223110643468749","0.242716981863341","0","1878.53801391874","-898.44643400613"
"29","-3","-4","-8.75","-1.125","-2","-0.5","5e-04","5e-04","0.005","0.005","-5","0.2","0.2","1320406","NaN","-2.54477572905347","-2.92528730792591","-8.59907739151214","-1.60324316107219","-1.19685387270811","-1.60480563442989","0.00147556894122418","0.000904750253830395","0.00247368851194455","0.000891843312416938","-5.165733024163","0.216890392670489","0.241993988029136","0","1833.85560698116","-876.10523053734"
"30","-1.5","-2","-5","-2.375","-2","-1","0.005","0.005","0.001","0.005","-5","0.2","0.2","1312744","NaN","-2.4962056026171","-2.71310503901494","-9.47677716031324","1.03310230813856","-1.27147093748298","-1.48166670543655","0.00148631302974329","0.000960124516014309","0.00251843738225245","0.000869611110268504","-5.26140760977311","0.219632480330782","0.241737604492902","0","1848.1554499887","-883.255152041106"
"31","-1","-1","-7.5","-0.5","-0.5","-0.5","0.005","0.005","0.005","0.001","-15","0.2","0.2","303700","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"32","-3","-3","-5","-3","-0.5","-1","5e-04","0.005","0.001","0.005","-15","0.2","0.2","391361","NaN","-2.58652081601411","-2.84200987964096","-10.0233244863289","-0.929399130203471","-1.27089561615945","-1.56126097265436","0.00146021041263002","0.000790473999752662","0.00240711240921066","0.000905654156053938","-13.687575645169","0.216880460438104","0.243524386908318","0","1832.58464489299","-875.469749493254"
"33","-2","-1","-5","-1.75","-1","-3","0.001","0.005","5e-04","0.001","-10","0.2","0.2","647873","NaN","-2.38332250071888","-3.43156551043607","-5.45792911558116","-3.49158998880558","-1.22846888966155","-1.69103244976818","0.00134359837130462","0.00168593201038021","0.00265109397530138","0.000649643161011851","-8.21815876974343","0.20822654126306","0.234717120400824","0","1813.87055153214","-866.112702812829"
"34","-2","-2","-5","-1.75","-1","-3","0.001","0.001","0.001","5e-04","-10","0.2","0.2","529743","NaN","-2.20445062233186","-3.43163484547546","-5.40002588595036","-5.12888145031843","-1.03626859516471","-1.65706984409015","0.00135030450854216","0.00164168254344105","0.00246286582307745","0.000908116123714564","-9.81492372171339","0.213113417959762","0.240240407890661","0","1809.68232864932","-864.018591371419"
"35","-3","-2","-10","-1.125","-2","-0.5","5e-04","0.005","5e-04","5e-04","-15","0.2","0.2","37891","NaN","-2.56318867769768","-2.82795889087532","-9.07610941242075","-0.524696158700843","-1.22955292367494","-1.61145022449482","0.00151566154295755","0.000946533097642022","0.00240543927795945","0.00097007308601503","-13.5549990215436","0.215604352369829","0.240873948487233","0","1830.14193777911","-874.248395936314"
"36","-3","-3","-5","-2.375","-0.5","-1","0.005","0.005","5e-04","0.001","-15","0.2","0.2","200236","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"37","-1","-5","-10","-3","-1","-3","0.005","0.005","5e-04","0.001","-5","0.2","0.2","1108755","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"38","-3","-4","-6.25","-1.75","-2","-0.5","5e-04","5e-04","0.005","0.001","-15","0.2","0.2","257206","NaN","-2.57202515035808","-4.41980245197086","-6.18709371206759","-2.03631082596233","-1.17456502056945","-1.69538299154633","0.00108464317668321","0.00140610448197527","0.00244143341773095","0.000829708358907286","-13.8616917703533","0.214163681865548","0.241333087562565","0","1815.17992297456","-866.767388534039"
"39","-1.5","-5","-10","-2.375","-2","-3","5e-04","0.005","0.001","0.005","-15","0.2","0.2","388254","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"40","-2.5","-1","-6.25","-2.375","-0.5","-1","5e-04","0.001","5e-04","0.005","-5","0.2","0.2","1235222","NaN","-2.38898597819018","-2.27848130963772","-9.17353121901879","2.67092583232866","-1.70664072843616","-1.6174423336945","0.00148296792791671","0.00044639246360371","0.00244557176533405","0.000838601179912487","-4.92800390363759","0.230036274495414","0.245263388234575","0","1873.32429437655","-895.839574235036"
"41","-1.5","-2","-6.25","-1.75","-1","-0.5","5e-04","5e-04","0.001","0.001","-15","0.2","0.2","207219","NaN","-2.60817906861844","-3.46712600693458","-8.30394207034436","-0.942223985352277","-1.206153454031","-1.66918321940486","0.00132148273686953","0.000945736163512906","0.00245895229658416","0.000849902880644869","-14.3040583713875","0.216115422916202","0.24109826425238","0","1824.92688628261","-871.640870188063"
"42","-1","-1","-7.5","-1.75","-1","-1","0.005","0.001","0.001","5e-04","-5","0.2","0.2","992825","NaN","-3.76339027969105","-1.120104072244","-6.82546446074084","1.80400582608128","-4.83121627312588","-1.67724755454913","0.0117824434248408","0.000868450074482754","0.00240340387759834","0.000887444788731768","-4.67792051507939","0.25462722473835","0.241739265721946","0","2004.94451178733","-961.649682940424"
"43","-3","-5","-5","-1.125","-0.5","-3","0.001","0.005","5e-04","5e-04","-10","0.2","0.2","496726","NaN","-2.57787957541061","-3.35676875723271","-8.12926887438523","-2.01559028366575","-1.19840467925192","-1.62852291943231","0.00138524137994971","0.000910341930668482","0.00245528590041724","0.000878444889718375","-12.0467992657838","0.215186770353088","0.240447137285424","0","1825.29174127638","-871.82329768495"
"44","-2","-1","-5","-0.5","-2","-0.5","0.001","0.001","0.001","0.001","-5","0.2","0.2","1140623","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"45","-2","-2","-10","-0.5","-1","-0.5","0.001","0.001","0.005","0.005","-15","0.2","0.2","432393","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"46","-3","-1","-8.75","-1.75","-1","-1","0.001","5e-04","0.001","5e-04","-10","0.2","0.2","514671","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"47","-3","-1","-10","-2.375","-2","-1","0.001","0.001","0.001","0.005","-5","0.2","0.2","1290146","NaN","-2.43890646727385","-2.48915751332755","-6.96082273658114","-3.33302723271004","-1.2182506241638","-1.69061964762043","0.00160957768131058","0.00101399709092621","0.00293157847409085","0.000443629616212144","-4.20891899024301","0.214348654628221","0.254645063427216","0","1854.11244280654","-886.233648450028"
"48","-3","-2","-6.25","-1.125","-1","-1","5e-04","0.001","0.001","0.005","-5","0.2","0.2","1285466","NaN","-2.46304116645958","-2.94877254246719","-7.37899810088983","-0.154921354224718","-1.23148400005797","-1.70507718689443","0.00142703278201636","0.00103298601984644","0.00251149351014406","0.000790278393162499","-5.31427989242136","0.216302697660812","0.241275944520764","0","1825.8427999315","-872.098827012508"
"49","-3","-1","-8.75","-2.375","-0.5","-1","0.001","5e-04","0.001","5e-04","-5","0.2","0.2","970796","NaN","-3.05920783254571","-1.5484819896418","-6.44768894972542","-3.01254400918964","-1.564657653254","-1.72837999597718","0.00175468544194313","0.00170786511453998","0.00230348503877364","0.0010705762731873","-3.69009593021141","0.233348367722031","0.243721185097952","0","1889.83431013241","-904.094582112965"
"50","-2.5","-5","-6.25","-1.125","-2","-1","0.005","5e-04","0.005","0.001","-10","0.2","0.2","722327","NaN","-2.87009806776877","-4.85283245714254","-9.15330662243925","0.179968968193837","-1.3547695260829","-1.6359789066168","0.00102114514285523","0.000959885083584373","0.00244932312101817","0.000810860851836162","-8.30965230896694","0.220729356717262","0.241805743073381","0","1842.53666592666","-880.445760010087"
"51","-1.5","-3","-10","-1.75","-0.5","-0.5","5e-04","5e-04","0.001","0.005","-5","0.2","0.2","1270889","NaN","-1.81099556979563","-1.45938953625675","-5.64692568532341","-2.65528964189986","-1.13496230849452","-1.42497560445924","0.00183519094814539","0.00157766031175142","0.00245453975478507","0.00106819786155139","-6.87758032726422","0.228902609486942","0.241513621865432","0","1909.5888199026","-913.971836998059"
"52","-2","-3","-6.25","-1.75","-1","-0.5","0.005","0.005","5e-04","0.001","-10","0.2","0.2","657213","NaN","-2.03868507067899","-2.94630482384139","-5.13512987896979","-0.485749274027916","-1.07020945576555","-1.5837753130889","0.0014313117275322","0.00185046079290175","0.00274343849250882","0.000873429982271992","-12.5508990870587","0.214710796246716","0.24384016187068","0","1813.80809490414","-866.08147449883"
"53","-1","-3","-10","-3","-1","-3","0.005","0.001","0.001","5e-04","-5","0.2","0.2","990640","NaN","-2.36613478830931","-2.69285324652699","-6.23688361739321","-5.12110692964914","-1.16340244927197","-1.58284068562613","0.0015319878356954","0.00135278452766279","0.00247962281814487","0.000900864330231722","-5.32242169716195","0.216445899426873","0.242111776672058","0","1824.80497677697","-871.579915435246"
"54","-1.5","-1","-7.5","-3","-1","-1","5e-04","0.005","5e-04","5e-04","-15","0.2","0.2","36324","NaN","-1.71362649949217","-2.06481190692987","-4.03077277531189","-5.98496507160243","-1.30544471064327","-1.60535229313692","0.00178472000520734","0.0019553940101556","0.00245591125934378","0.0010124158646929","-14.9975403996061","0.227466640482177","0.243887823611031","0","1875.46305327257","-896.908953683043"
"55","-1.5","-2","-5","-1.125","-2","-3","5e-04","0.001","0.001","0.001","-15","0.2","0.2","219869","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"56","-1.5","-4","-7.5","-2.375","-0.5","-1","0.005","0.001","5e-04","0.001","-5","0.2","0.2","1094559","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"57","-2","-4","-10","-1.125","-2","-1","5e-04","5e-04","0.001","5e-04","-10","0.2","0.2","508508","NaN","-2.52246825534057","-3.96561446663835","-6.02086267876849","-3.14140356416153","-1.16953320032139","-1.69425387534404","0.00117591569746452","0.00144579886667264","0.00243833161328334","0.000843124001462454","-9.25627189214169","0.213067581260475","0.240783092194135","0","1810.71924780356","-864.537050948539"
"58","-1","-4","-5","-1.125","-0.5","-3","5e-04","0.005","5e-04","0.005","-10","0.2","0.2","794860","NaN","-1.91358076438959","-3.84692697134719","-4.3553503265871","-2.12228206336469","-1.01872422149343","-1.58430613715494","0.0011827558737634","0.00222952710175993","0.00286378660024943","0.000864054019730017","-12.4688104625094","0.216945859405498","0.240679961099459","0","1831.83905464678","-875.096954370149"
"59","-2","-4","-7.5","-0.5","-1","-3","0.001","0.001","0.005","0.005","-5","0.2","0.2","1339933","NaN","-2.86954576240652","-3.08868601255923","-8.71443937485627","-1.42462685729103","-1.31873816257322","-1.81657704160172","0.00134818568937882","0.00112819061844108","0.00247646510603504","0.000760575068323014","-6.3425745870279","0.217772629129528","0.2407208317389","0","1837.25704194527","-877.805948019391"
"60","-2.5","-1","-6.25","-3","-0.5","-3","0.005","0.001","0.001","0.005","-10","0.2","0.2","839472","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"61","-3","-4","-6.25","-3","-1","-0.5","0.005","5e-04","5e-04","5e-04","-10","0.2","0.2","471331","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"62","-3","-5","-8.75","-0.5","-0.5","-3","0.001","0.001","0.005","0.005","-5","0.2","0.2","1340526","NaN","-2.55393067664807","-2.78114294017976","-7.02690307677591","-1.88940347499458","-1.24951949918503","-1.72741536846462","0.00151013014030591","0.00118323950362427","0.00241100514526005","0.00084231618682253","-5.2541533734966","0.214304209559012","0.240853583380596","0","1825.82257098473","-872.088712539122"
"63","-2","-1","-5","-2.375","-0.5","-0.5","5e-04","5e-04","5e-04","0.005","-10","0.2","0.2","764623","NaN","-2.83548199425905","-0.777524637920903","-5.98633902961559","0.118198713701738","-1.61821610973341","-1.5293685465914","0.00183917501921786","0.00193589581291722","0.00248444985917338","0.000971783059067615","-6.67776729960311","0.232833807419002","0.241438230377505","0","1906.18483287731","-912.269843485414"
"64","-1","-3","-6.25","-1.75","-1","-3","0.001","0.005","0.005","5e-04","-10","0.2","0.2","597215","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"65","-1","-2","-7.5","-0.5","-0.5","-0.5","0.001","5e-04","0.005","0.005","-5","0.2","0.2","1327445","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"66","-1","-3","-8.75","-1.75","-0.5","-1","0.005","0.001","5e-04","0.001","-10","0.2","0.2","639040","NaN","-2.48393194982388","-4.7137110646162","-6.16940979335016","0.377437723698705","-1.12611211486876","-1.73323509848281","0.000965888418043883","0.00156576403691694","0.00288676023461623","0.000591020861964207","-8.9497845732161","0.218474403410393","0.243984922309649","0","1832.38419295634","-875.369523524928"
"67","-2","-2","-5","-1.75","-1","-1","0.001","5e-04","0.001","0.001","-15","0.2","0.2","210993","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"68","-2","-5","-10","-1.125","-1","-0.5","0.001","0.005","0.005","0.005","-5","0.2","0.2","1360378","NaN","-2.70479586776329","-4.45372262043035","-6.5392345785602","-0.676783918300916","-1.22974396248299","-1.610753305644","0.000986050121573344","0.00143387649491687","0.00244269746617586","0.000935086761390026","-4.98206730588597","0.215076892803642","0.239438535293008","0","1839.47806066539","-878.916457379455"
"69","-3","-1","-10","-0.5","-1","-0.5","0.001","0.005","0.001","5e-04","-10","0.2","0.2","550521","NaN","-2.41710437026121","-3.37353120112967","-6.32334163215605","-0.832778074552491","-1.1567878631557","-1.6614026347756","0.00132170512049151","0.00135642817929332","0.00250603880004876","0.000885932373848666","-9.95677510852175","0.213037171594226","0.239094643424532","0","1809.4501618222","-863.902507957859"
"70","-2.5","-2","-6.25","-1.125","-2","-0.5","5e-04","0.001","5e-04","5e-04","-5","0.2","0.2","932342","NaN","-2.41778234571656","-2.09756652702028","-7.66201959296383","-1.73424579934062","-1.25042006703845","-1.57953670486852","0.00166531292697809","0.00109283782565112","0.00268082304521352","0.000914830677527522","-4.04067462433154","0.22179145200079","0.243559532681411","0","1858.83513209715","-888.594993095331"
"71","-3","-4","-6.25","-1.75","-1","-0.5","0.001","0.005","0.005","0.005","-15","0.2","0.2","449081","NaN","-2.4428085486784","-3.46349050202195","-6.23262965701962","-1.09678656952586","-1.15179844071587","-1.69008096398737","0.00135062555474534","0.00142739645985158","0.00237781147612853","0.000948357534890232","-15.6544210158906","0.212748685182418","0.241055328216637","0","1809.50395912317","-863.929406608346"
"72","-3","-4","-5","-3","-1","-0.5","5e-04","5e-04","0.005","5e-04","-10","0.2","0.2","561356","NaN","-2.72508428714383","-4.07633370770066","-7.27120261580411","-2.8420244853782","-1.23248590233889","-1.66932442093927","0.00118375459639283","0.0011461577333191","0.00241355991832421","0.000858157673076562","-8.7670607000026","0.215642341152415","0.241430135558641","0","1822.52768501303","-870.441269553273"
"73","-2.5","-4","-10","-2.375","-0.5","-3","0.001","0.005","0.005","5e-04","-5","0.2","0.2","1053257","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"74","-2.5","-4","-8.75","-1.125","-2","-3","0.005","0.001","5e-04","5e-04","-10","0.2","0.2","484157","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"75","-1.5","-1","-10","-0.5","-1","-3","0.001","5e-04","5e-04","0.001","-15","0.2","0.2","158649","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"76","-2.5","-2","-7.5","-3","-2","-1","5e-04","0.001","0.001","0.005","-15","0.2","0.2","373192","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"77","-2.5","-5","-6.25","-1.125","-0.5","-3","0.005","0.001","0.005","0.005","-5","0.2","0.2","1346077","NaN","-2.41361361772724","-5.7415053513739","-5.52821478643131","-1.23524510855657","-1.07221019726115","-1.69746959003792","0.000873434707401176","0.00164963083304771","0.00249655739639479","0.000811830916821639","-6.46927529058847","0.216489981546797","0.24148032598368","0","1834.88850852485","-876.621681309182"
"78","-1.5","-5","-5","-3","-1","-1","0.001","0.001","0.005","0.001","-10","0.2","0.2","733854","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"79","-2.5","-3","-7.5","-0.5","-0.5","-1","0.005","5e-04","0.001","0.001","-15","0.2","0.2","217437","NaN","-2.32600179563164","-2.57843957758227","-7.12097473101348","1.09947407438316","-1.25590469284018","-1.50371553213533","0.00148466822807547","0.00118358033523644","0.00243060387369773","0.000832624858605365","-15.3255188609777","0.217391747215921","0.241389008711","0","1835.69200441475","-877.023429254135"
